,SummonerName,WinLoss,Champion,Q casts,W casts,E casts,R casts,ChampLevel,CS,Kills,Deaths,Assists,Exp,Damage,Shielding,Healing,Total Damage Taken,Wards Placed,Wards Killed,Vision Score,Penta Kills,Game Time seconds,Crowd Control,Time spent dead,Kill participation,Team damage percentage,Skillshots hit,Skillshots dodged,Solo kills,Turret plates taken,BOTTOM,JUNGLE,MIDDLE,TOP,UTILITY
594,Frommoh,0,Swain,74,55,63,15,12,51,6,12,6,9537,22572,0,3035,24778,26,7,64,0,1952,253,298,0.2608695652173913,0.24013849725010536,40,141,0,0,0,0,0,0,1
595,ImYF,1,Sett,85,20,25,10,17,161,6,9,6,16778,20758,0,2407,36010,6,2,12,0,1952,119,284,0.375,0.1959377095517332,27,31,1,4,0,0,0,1,0
596,SimDaJim,1,Gwen,144,34,135,42,17,66,10,4,13,18150,21179,0,12342,35981,15,6,36,0,1952,211,121,0.71875,0.19991368658966338,33,27,5,2,0,1,0,0,0
597,Puppy Wu,1,Veigar,139,87,29,15,17,161,14,2,10,18308,21593,0,3394,12275,15,3,29,0,1952,54,43,0.75,0.20382180236113145,20,17,4,0,0,0,1,0,0
598,SparkQT,1,TwistedFate,89,159,0,11,14,137,3,12,8,12665,14598,0,3911,26989,19,6,36,0,1952,179,325,0.34375,0.13779224624469882,54,60,1,3,1,0,0,0,0
599,Erosion,1,Zyra,127,97,67,16,16,68,13,5,11,15542,27813,0,829,15740,33,5,72,0,1952,246,77,0.75,0.26253455525277314,37,39,3,2,0,0,0,0,1
600,MVPete,0,Nidalee,205,155,126,192,18,50,15,15,33,39922,44780,0,23349,54149,0,0,0,0,2074,125,527,0.5274725274725275,0.19895414213312662,51,92,0,0,0,1,0,0,0
601,Vickers,0,Lucian,91,58,47,15,18,223,26,22,26,46026,58582,0,1725,55294,0,0,0,0,2074,0,665,0.5714285714285714,0.2602762754657519,76,91,1,0,1,0,0,0,0
602,Frommoh,0,Singed,62,51,54,16,18,81,12,18,35,39897,37618,0,7056,79966,0,0,0,0,2074,1280,566,0.5164835164835165,0.16713512526437382,133,125,0,0,0,0,0,1,0
603,Qaexaebe,0,Varus,145,45,93,29,18,84,24,17,29,40858,64212,0,1496,44579,0,0,0,0,2074,583,582,0.5824175824175825,0.2852897631042822,44,78,1,0,1,0,0,0,0
604,Ausfreak,0,Thresh,69,45,47,11,18,34,5,19,43,42889,19884,4371,1601,76174,0,0,0,0,2074,141,632,0.5274725274725275,0.08834469403246545,145,148,0,0,0,0,0,0,1
605,Nate1,1,Khazix,59,106,47,24,18,55,26,16,16,47513,47272,0,6654,44252,0,0,0,0,2074,457,520,0.5121951219512195,0.1587079708457222,46,272,3,0,0,1,0,0,0
606,LIK A SUMBODEEEY,1,Ezreal,429,96,55,22,18,209,14,12,40,52337,77595,0,9674,47554,0,0,0,0,2074,207,414,0.6585365853658537,0.26051296854391326,70,207,3,0,1,0,0,0,0
607,Jinja Nice Body,1,Jayce,146,104,97,103,18,134,27,17,25,53548,70380,0,9535,59245,0,0,0,0,2074,238,500,0.6341463414634146,0.23629079971221575,79,370,5,0,0,0,0,1,0
608,SirQueefalot,1,Rengar,18,12,34,5,18,6,0,18,14,21058,3882,0,3488,30790,0,0,0,0,2074,74,486,0.17073170731707318,0.013033871073278204,54,300,0,0,0,1,0,0,0
609,UnIucky,1,Brand,89,112,89,20,18,92,24,19,39,53104,98725,0,7365,54035,0,0,0,0,2074,596,608,0.7682926829268293,0.33145438982487063,55,250,4,0,0,0,0,0,1
610,Ausfreak,1,DrMundo,181,23,83,7,16,139,2,8,9,14826,21039,0,9151,29834,9,4,42,0,2076,827,279,0.3142857142857143,0.17255681042093168,11,41,1,0,0,0,0,1,0
611,Vickers,1,Volibear,92,137,74,8,15,21,7,5,18,14320,21825,0,12750,34348,3,2,18,0,2076,475,202,0.7142857142857143,0.17900198938051953,31,42,2,6,0,1,0,0,0
612,Qaexaebe,1,Graves,94,33,53,14,17,210,7,8,12,18060,33269,0,3918,30910,12,1,32,0,2076,211,281,0.5428571428571428,0.2728587936774956,49,52,4,9,0,0,1,0,0
613,Frommoh,1,Jhin,80,44,37,35,16,160,15,6,14,14794,29398,0,5980,22329,12,0,20,0,2076,158,260,0.8285714285714286,0.24111671219800174,19,20,5,5,1,0,0,0,0
614,MVPete,1,Pyke,90,75,49,18,15,48,12,8,12,13867,16395,0,6589,24630,45,8,81,0,2076,166,242,0.6857142857142857,0.1344656943230515,26,40,1,5,0,0,0,0,1
615,SylvesterKhye,0,Darius,85,84,30,10,17,209,11,5,9,17296,29334,0,14768,40682,9,2,21,0,2076,141,221,0.46511627906976744,0.24883082947514157,63,81,5,2,0,0,0,1,0
616,Jarcino,0,Udyr,95,119,184,119,16,55,7,15,14,16132,28005,0,10880,47675,1,4,13,0,2076,937,423,0.4883720930232558,0.23755179603605112,58,89,2,0,0,1,0,0,0
617,Fuzion,0,Zed,96,97,134,13,16,159,7,7,10,15862,23280,0,2737,24075,6,12,38,0,2076,98,173,0.3953488372093023,0.19747606018086653,30,101,3,2,0,0,1,0,0
618,ShinyMilotic,0,Kaisa,80,51,98,7,13,167,6,9,5,11051,14522,0,2603,20624,9,2,16,0,2076,6,311,0.2558139534883721,0.12318646983844385,19,36,0,0,1,0,0,0,0
619,Vicodin,0,Lux,53,23,122,14,14,38,4,7,15,11857,22747,1174,915,12288,31,7,53,0,2076,302,210,0.4418604651162791,0.19295484446949696,17,20,0,0,0,0,0,0,1
620,MVPete,0,Urgot,49,68,18,8,12,117,5,5,3,9820,14709,0,1417,16854,8,0,12,0,1230,196,126,0.18604651162790697,0.3449700129174121,19,29,2,5,0,0,0,1,0
621,Ausfreak,0,Trundle,73,35,12,1,10,12,2,7,2,6424,4186,0,4918,17682,6,2,15,0,1230,189,147,0.09302325581395349,0.09819536077319278,13,19,0,0,0,1,0,0,0
622,Frommoh,0,Fizz,25,58,63,8,10,78,1,9,4,7082,9936,0,0,15478,3,1,7,0,1230,70,181,0.11627906976744186,0.23303301799820433,26,47,0,0,0,0,1,0,0
623,Vickers,0,Vayne,60,0,11,4,10,105,1,11,5,6671,4883,0,1117,13534,1,1,3,0,1230,5,195,0.13953488372093023,0.11454047166252387,29,34,0,0,1,0,0,0,0
624,Qaexaebe,0,Seraphine,49,17,38,5,9,11,3,11,5,5760,8922,2233,496,15655,13,1,25,0,1230,132,199,0.18604651162790697,0.2092611366486669,25,59,0,0,0,0,0,0,1
625,quack the sir,1,Tryndamere,16,12,47,6,13,132,4,3,4,10623,6455,0,3389,15047,5,0,8,0,1230,29,80,0.6666666666666666,0.10403584896113229,21,10,3,1,0,0,0,1,0
626,Kube ,1,Kindred,103,38,45,1,13,25,14,2,8,11196,15641,0,7710,14081,8,1,24,0,1230,186,33,1.8333333333333333,0.2520899526005708,18,11,1,1,0,1,0,0,0
627,bwill,1,Jinx,76,32,15,7,12,124,9,3,16,9866,16523,0,1830,12516,6,1,7,0,1230,36,104,2.0833333333333335,0.26630016501230724,38,47,2,6,1,0,0,0,0
628,lower9,1,Ekko,53,9,31,7,12,90,13,3,8,9689,15441,0,5465,16667,6,1,11,0,1230,134,95,1.75,0.24885816976177208,25,34,3,2,0,0,1,0,0
629,o what a laf,1,Lux,28,15,56,8,11,17,3,1,18,7557,7986,1052,709,5452,9,4,28,0,1230,96,30,1.75,0.12871586366421756,13,22,0,4,0,0,0,0,1
630,MVPete,1,Aatrox,186,46,74,10,14,109,7,3,6,11542,16148,0,10587,23381,10,0,19,0,1349,223,87,0.9285714285714286,0.224866415741567,41,60,1,3,0,0,0,1,0
631,Qaexaebe,1,Khazix,157,80,35,21,14,15,13,2,10,11484,20531,0,10714,19072,3,2,27,0,1349,120,42,1.6428571428571428,0.28589426001831286,31,83,3,0,0,1,0,0,0
632,Frommoh,1,Malzahar,79,63,69,7,14,145,4,5,11,11870,17485,0,449,13573,7,2,21,0,1349,364,141,1.0714285714285714,0.2434854106100614,55,77,2,1,0,0,1,0,0
633,Nozza1,1,Zeri,490,43,17,4,13,171,7,3,4,9961,11205,0,1375,10226,7,0,9,0,1349,96,71,0.7857142857142857,0.15603283778468238,30,120,0,1,1,0,0,0,0
634,Ausfreak,1,Blitzcrank,22,28,14,7,11,32,2,1,14,7944,6443,650,1073,9970,6,4,28,0,1349,85,14,1.1428571428571428,0.08972107584537638,44,179,0,1,0,0,0,0,1
635,Andyh,0,Sion,62,25,22,5,14,166,1,6,2,11572,9253,0,1547,23506,0,1,1,0,1349,387,157,0.09090909090909091,0.17113811799225875,54,36,1,3,0,0,0,1,0
636,SaltyMann1234,0,DrMundo,137,28,64,5,13,37,6,4,4,10473,12355,0,13586,23624,7,4,19,0,1349,586,125,0.30303030303030304,0.22850785062438825,83,77,1,2,0,1,0,0,0
637,o nao,0,Renata,43,10,56,5,11,81,1,9,4,7908,11255,528,0,17927,3,0,5,0,1349,385,210,0.15151515151515152,0.20817007774504506,68,41,1,1,0,0,1,0,0
638,Itch My Nips,0,Varus,46,11,29,8,11,123,6,7,1,7426,17292,0,804,13190,6,0,6,0,1349,266,157,0.21212121212121213,0.3198065375195293,98,305,0,0,1,0,0,0,0
639,Kcqze,0,Nami,19,36,35,7,10,5,0,7,6,6289,3913,0,4396,10361,13,4,28,0,1349,150,121,0.18181818181818182,0.07237741611877864,88,240,0,0,0,0,0,0,1
640,JayTen,0,Jayce,107,63,57,100,14,175,2,9,5,12845,11774,0,242,23324,12,2,23,0,1833,113,260,0.18421052631578946,0.17142120208789158,64,66,1,0,0,0,0,1,0
641,Frommoh,0,Kindred,119,49,58,5,15,46,5,11,6,13621,12089,0,10187,29719,4,2,30,0,1833,101,339,0.2894736842105263,0.17600047837752905,37,45,1,0,0,1,0,0,0
642,cDream,0,Cassiopeia,141,14,332,7,15,166,8,5,5,13743,16999,0,5461,30990,11,2,21,0,1833,209,219,0.34210526315789475,0.2474900534210988,68,58,5,0,0,0,1,0,0
643,Ausfreak,0,MissFortune,71,71,24,5,14,169,4,4,2,11981,10749,0,1129,19718,8,2,14,0,1833,80,117,0.15789473684210525,0.156489135450334,49,50,0,1,1,0,0,0,0
644,js0123,0,Velkoz,81,61,15,11,11,37,6,9,3,8521,17076,0,119,16018,32,16,86,0,1833,141,242,0.23684210526315788,0.2485991306631466,39,57,3,1,0,0,0,0,1
645,Juulz,1,Irelia,268,24,44,5,17,261,13,2,2,17745,14551,0,2914,17158,9,2,20,0,1833,39,65,0.6,0.14952362074584472,21,23,7,4,0,0,0,1,0
646,Soyeon Akali,1,Twitch,50,33,52,7,16,24,11,6,2,16342,14758,0,6600,26407,1,6,21,0,1833,429,148,0.52,0.1516506613883495,23,59,4,0,0,1,0,0,0
647,Erisia,1,Corki,74,39,54,179,16,186,6,3,8,16351,33648,0,4325,16399,10,2,18,0,1833,84,69,0.56,0.3457632221751134,29,93,1,0,0,0,1,0,0
648,Scito,1,Caitlyn,57,35,11,7,16,217,7,4,7,15626,16478,0,3322,17995,13,1,29,0,1833,70,171,0.56,0.16933078673550372,57,164,3,3,1,0,0,0,0
649,Gloradane,1,Zyra,39,54,25,13,13,20,1,10,15,10275,17880,0,791,17565,29,14,72,0,1833,113,236,0.64,0.18373170895518862,60,146,0,1,0,0,0,0,1
650,KÏV,1,Illaoi,71,155,35,10,17,197,9,9,10,17639,31958,0,8915,35309,7,5,23,0,1924,20,355,0.6551724137931034,0.3152337831341962,13,7,6,5,0,0,0,1,0
651,Frommoh,1,Poppy,144,23,56,7,17,45,13,6,10,17307,15300,0,7479,26671,4,3,28,0,1924,1051,177,0.7931034482758621,0.1509237103158157,7,3,0,3,0,1,0,0,0
652,Ausfreak,1,Ahri,68,143,34,42,16,145,6,8,16,15609,17941,0,3197,17066,12,5,27,0,1924,35,194,0.7586206896551724,0.1769679134122462,3,10,2,3,0,0,1,0,0
653,DJ Trouble Juice,1,Ezreal,227,60,30,14,16,202,13,3,13,15613,25883,0,900,11815,11,9,35,0,1924,35,104,0.896551724137931,0.2553041458802342,7,5,1,2,1,0,0,0,0
654,Grandpasnoopy,1,Nautilus,34,53,33,11,15,32,2,3,23,13986,10297,1289,242,14166,28,2,75,0,1924,294,104,0.8620689655172413,0.10157044725750769,7,10,0,2,0,0,0,0,1
655,EndlessMilos,0,Yone,129,37,29,10,15,116,4,11,9,13764,9969,0,1973,27801,8,0,9,0,1924,73,342,0.3023255813953488,0.1320850370680386,49,34,0,1,0,0,0,1,0
656,Greaterwang,0,Kayn,172,62,36,16,16,69,8,7,10,14942,17220,0,13608,37738,5,2,22,0,1924,226,249,0.4186046511627907,0.22816076562336557,67,44,1,0,0,1,0,0,0
657,GanjaGun,0,Yasuo,265,17,144,10,17,240,12,9,9,18344,30765,0,826,22865,6,3,12,0,1924,202,366,0.4883720930232558,0.4076206595073661,65,68,5,3,0,0,1,0,0
658,dieeeeeeeeeeeeee,0,Jhin,89,28,1,0,14,180,3,6,7,12435,10869,0,2519,18248,13,4,25,0,1924,25,185,0.23255813953488372,0.14400847092745306,47,39,0,0,1,0,0,0,0
659,JesseCuzX,0,Blitzcrank,27,48,39,10,13,30,1,10,8,10343,6651,74,229,19640,31,3,54,0,1924,117,238,0.20930232558139536,0.08812506687377668,85,69,0,0,0,0,0,0,1
660,DEPARTS1 ,0,MasterYi,74,11,54,13,15,65,9,8,5,13829,22293,0,8326,29275,13,5,32,0,2188,225,226,0.4375,0.21709886804826495,73,132,3,3,0,1,0,0,0
661,LuckyLevy,0,Kled,102,0,40,9,17,202,5,7,3,16632,15427,0,4395,42554,10,0,17,0,2188,74,219,0.25,0.15023580564515618,31,88,1,1,0,0,0,1,0
662,Ausfreak,0,Ahri,91,133,38,28,16,208,5,4,5,15843,15241,0,4299,19153,12,4,32,0,2188,79,141,0.3125,0.14842366150346065,20,63,0,2,0,0,1,0,0
663,Somerset,0,Vayne,99,0,10,9,16,217,8,7,6,15809,22178,0,3835,24269,11,3,26,0,2188,57,229,0.4375,0.21597994966113057,141,292,1,2,1,0,0,0,0
664,XACicepeak,0,Karma,96,16,57,37,13,38,2,6,12,11269,27547,1966,726,18713,25,9,76,0,2188,242,196,0.4375,0.26826171514198766,95,125,2,1,0,0,0,0,1
665,GP Enjoyer,1,Gangplank,260,14,153,13,18,303,9,3,13,23440,33693,0,7917,31230,10,1,34,0,2188,376,57,0.7586206896551724,0.3054200951722076,58,62,3,5,0,0,0,1,0
666,Ray Liau,1,FiddleSticks,20,125,51,12,15,27,3,10,13,14453,23295,0,18510,37185,2,4,76,0,2188,531,247,0.5517241379310345,0.2111640117062982,49,31,0,2,0,1,0,0,0
667,ChronosX,1,Vladimir,221,10,79,9,18,234,8,4,9,19046,24357,0,25099,33238,12,6,23,0,2188,61,92,0.5862068965517241,0.22078673209484842,57,54,2,2,0,0,1,0,0
668,ho3,1,Zeri,714,46,53,8,16,178,6,7,8,15817,12309,0,2351,19336,13,2,23,0,2188,218,183,0.4827586206896552,0.11158356083516366,43,34,0,1,1,0,0,0,0
669,GimmeDatA55,1,Morgana,84,84,30,9,15,54,6,5,15,14249,16663,1096,6313,18894,32,11,70,0,2188,105,109,0.7241379310344828,0.15104560019148208,46,21,0,1,0,0,0,0,1
670,HeroinJunkie,0,Kayle,44,30,58,5,12,118,3,9,3,9635,7347,0,3661,19126,6,0,11,0,1233,168,225,0.20689655172413793,0.2648324745910354,8,24,3,0,0,0,0,1,0
671,Howgego,0,Viego,90,43,21,5,10,6,1,4,2,6471,4598,0,7966,17861,6,2,15,0,1233,197,93,0.10344827586206896,0.16574808114804088,8,26,0,0,0,1,0,0,0
672,Ausfreak,0,Ahri,49,62,16,21,13,139,4,5,2,10039,6737,0,1330,9627,7,3,15,0,1233,34,108,0.20689655172413793,0.24284509794970122,13,45,1,0,0,0,1,0,0
673,Somerset,0,Vayne,48,0,1,4,10,110,2,5,1,6641,6015,0,884,8692,3,2,8,0,1233,0,77,0.10344827586206896,0.21683042097303493,8,33,0,0,1,0,0,0,0
674,XgenosX,0,Nautilus,14,13,11,3,8,34,0,6,1,4938,3044,0,6,10480,4,2,8,0,1233,126,95,0.034482758620689655,0.10974392533818753,23,30,0,0,0,0,0,0,1
675, Some Sigma Male,1,Camille,126,32,47,4,13,152,6,3,2,11417,12121,0,1617,12240,7,0,10,0,1233,242,86,0.7272727272727273,0.23819963464151456,17,48,4,3,0,0,0,1,0
676,LuckyLevy,1,Warwick,71,9,22,4,12,6,5,2,3,8606,5147,0,11497,19330,2,1,16,0,1233,163,57,0.7272727272727273,0.10115660838211948,13,13,2,0,0,1,0,0,0
677,KillerKieg,1,Zoe,153,14,26,26,13,117,5,2,8,10378,9920,0,529,7173,8,2,13,0,1233,57,28,1.1818181818181819,0.19496373042954407,25,33,0,1,0,0,1,0,0
678,xSlenderBlade27,1,Kaisa,72,36,141,3,12,123,11,1,7,9099,16035,0,1784,8859,6,2,12,0,1233,49,0,1.6363636363636365,0.31512220225930865,21,10,0,3,1,0,0,0,0
679,Elerricedahi,1,Morgana,43,48,13,3,11,26,2,3,15,7719,7661,243,781,8601,18,2,35,0,1233,188,67,1.5454545454545454,0.15055782428751324,21,22,0,3,0,0,0,0,1
680,Potato ReBorn,1,Vladimir,325,16,112,13,18,217,15,6,9,22538,53001,0,50547,56574,9,2,28,0,2181,165,292,0.7272727272727273,0.40420605260454645,49,222,10,5,0,0,0,1,0
681,KittyKatMatt,1,Viego,181,98,70,28,18,54,21,8,3,20099,31467,0,22428,56261,7,4,26,0,2181,356,340,0.7272727272727273,0.23998266934700554,32,221,6,2,0,1,0,0,0
682,Ausfreak,1,Ahri,96,153,41,39,17,193,3,7,8,17716,18891,0,5172,19863,10,7,23,0,2181,81,223,0.3333333333333333,0.14406972191765838,31,277,3,2,0,0,1,0,0
683,NotMekansol,1,Caitlyn,56,68,27,9,16,197,11,7,6,16176,20061,0,3275,20417,12,3,23,0,2181,104,239,0.5151515151515151,0.1529961432102793,28,59,0,3,1,0,0,0,0
684,Boozey,1,Leona,44,27,31,12,16,32,0,5,23,15699,7703,0,4073,27225,29,7,71,0,2181,179,185,0.696969696969697,0.058745412920510325,34,85,0,3,0,0,0,0,1
685,UwUgod,0,Yasuo,307,24,148,3,18,249,4,8,5,20297,15157,0,1122,29588,17,1,40,0,2181,246,260,0.18,0.11971405987315767,26,58,1,0,0,0,0,1,0
686,DingFam,0,Khazix,173,106,33,34,16,25,8,14,9,14936,19187,0,11314,42873,8,5,33,0,2181,253,470,0.34,0.15154116207763035,32,61,0,0,0,1,0,0,0
687,OnL9,0,Syndra,197,164,50,15,17,183,14,12,11,18168,55776,0,2058,29099,13,3,23,0,2181,288,449,0.5,0.4405237920018747,44,73,7,2,0,0,1,0,0
688,Blegg24,0,Jhin,93,56,18,45,16,223,7,7,8,15183,24620,0,4458,23541,14,2,31,0,2181,148,280,0.3,0.19445309856333845,24,52,0,1,1,0,0,0,0
689,Triple Nang,0,Blitzcrank,51,52,37,22,14,33,0,9,10,12915,11872,797,2024,29789,20,4,53,0,2181,192,277,0.2,0.09376788748399886,48,72,0,1,0,0,0,0,1
690,Risiona,1,Caitlyn,48,54,18,10,17,223,12,5,3,17713,36464,0,2390,20488,7,2,20,0,1778,73,157,0.6,0.32306146104195016,16,17,6,5,0,0,0,1,0
691,Mr Zip,1,Jax,75,126,65,5,16,18,5,6,6,15064,16425,0,7942,29065,9,0,27,0,1778,493,171,0.44,0.14552389384783426,21,13,1,0,0,1,0,0,0
692,Huge Chad,1,Chogath,101,52,52,18,17,195,13,4,5,17311,23657,0,11874,37377,12,1,24,0,1778,548,149,0.72,0.20959077978687618,66,16,6,2,0,0,1,0,0
693,Avada Keveigar,1,Veigar,143,93,30,9,15,160,8,3,7,14236,23812,0,2519,13718,10,0,19,0,1778,61,98,0.6,0.2109653266504566,21,11,1,2,1,0,0,0,0
694,danman538,1,Zilean,119,58,79,7,14,22,1,7,16,12381,12512,542,4282,14833,20,10,57,0,1778,98,208,0.68,0.11085853867288276,17,15,0,1,0,0,0,0,1
695,hello112345,0,Kayle,59,42,88,6,17,210,4,6,6,17888,10074,0,6952,31581,10,1,20,0,1778,366,152,0.2564102564102564,0.12810841752298519,22,34,1,0,0,0,0,1,0
696,ButtChugger420,0,Kayn,140,85,65,17,16,82,6,8,5,14785,19195,0,13247,44323,2,2,8,0,1778,235,236,0.28205128205128205,0.24409552703902226,42,58,2,0,0,1,0,0,0
697,HangukAjumma,0,Vex,65,25,36,22,15,131,6,11,5,13298,23394,0,1035,25268,7,4,15,0,1778,556,354,0.28205128205128205,0.29749691332413486,14,16,3,0,0,0,1,0,0
698,Somerset,0,Vayne,93,0,7,9,15,162,7,9,4,13168,18661,0,3116,28980,5,1,9,0,1778,15,272,0.28205128205128205,0.23730480288031297,61,50,1,1,1,0,0,0,0
699,Ausfreak,0,Nami,37,66,77,7,14,9,2,5,10,12889,7312,0,8756,16615,13,6,22,0,1778,216,124,0.3076923076923077,0.09299433923354468,20,37,0,0,0,0,0,0,1
700,Fredy,1,Nasus,209,35,30,11,17,206,2,5,3,16502,19116,0,2595,42448,7,0,8,0,1940,126,252,0.16129032258064516,0.16493910330950937,20,30,2,2,0,0,0,1,0
701,Fraser Gehrig,1,Evelynn,548,39,105,7,16,17,11,6,5,14852,22148,0,12837,30401,13,0,30,0,1940,158,230,0.5161290322580645,0.19109845851489582,15,25,1,2,0,1,0,0,0
702,Ausfreak,1,Ahri,86,145,41,31,16,165,4,3,11,16281,21056,0,3583,13964,10,0,20,0,1940,67,103,0.4838709677419355,0.18167239529049709,6,25,0,2,0,0,1,0,0
703,DaJC,1,Vayne,136,0,15,10,17,172,21,8,7,17683,44662,0,4788,26884,11,1,21,0,1940,199,223,0.9032258064516129,0.38534544276598154,14,37,3,3,1,0,0,0,0
704,Hzah,1,Leona,56,29,31,12,14,28,2,9,23,12465,8918,444,1633,21460,31,4,69,0,1940,98,210,0.8064516129032258,0.07694460011911619,13,20,0,2,0,0,0,0,1
705,Blitz N Eso,0,Jax,42,97,60,9,14,167,4,9,2,12894,24196,0,2288,27406,7,0,10,0,1940,154,294,0.15,0.24252777732778444,34,51,0,0,0,0,0,1,0
706,MR Wubbaduck,0,LeeSin,197,150,100,12,15,49,4,8,12,14108,16140,1139,7331,31096,16,0,25,0,1940,319,199,0.4,0.16178201475196186,56,61,0,0,0,1,0,0,0
707,Roagenton,0,Cassiopeia,138,28,447,14,16,186,10,8,4,14993,28677,0,7866,27909,11,5,29,0,1940,360,241,0.35,0.2874432427202266,49,32,3,0,0,0,1,0,0
708,BOOMmXtherFxCKER,0,Tryndamere,29,31,97,9,15,176,7,9,8,14292,15266,0,8684,35314,2,7,18,0,1940,94,215,0.375,0.15302427746988717,58,53,3,2,1,0,0,0,0
709,Yag,0,Blitzcrank,40,38,46,14,14,29,6,6,17,12455,15486,2158,5686,24397,19,6,43,0,1940,147,148,0.575,0.15522268773013997,59,74,2,0,0,0,0,0,1
710,tef1on,1,Kayn,115,65,33,17,15,35,14,6,11,14468,22813,0,12494,28808,2,2,7,0,1700,275,164,1.0,0.2622179886892833,16,29,0,4,0,1,0,0,0
711,Fk Off,1,Jax,41,126,49,6,17,181,12,4,8,16635,24636,0,1830,20726,7,4,19,0,1700,125,87,0.8,0.28316534504392527,13,42,5,2,0,0,0,1,0
712,Ausfreak,1,Ahri,81,115,39,41,15,148,10,5,10,14447,20462,0,4716,18587,10,3,27,0,1700,71,162,0.8,0.23519194502543278,9,33,4,1,0,0,1,0,0
713,KiwiFMG,1,Yasuo,286,14,70,6,16,238,3,4,8,16421,12939,0,2399,13785,10,7,17,0,1700,277,67,0.44,0.14872524684579114,11,9,0,4,1,0,0,0,0
714,CommanderGian,1,Rakan,30,40,47,7,14,32,1,6,20,11634,6151,3917,2015,15121,25,4,42,0,1700,65,176,0.84,0.07069947439556754,12,19,0,4,0,0,0,0,1
715,Born in 1950,0,Irelia,213,10,44,6,14,179,7,9,3,12377,17241,0,3568,25802,7,0,11,0,1700,85,234,0.25,0.25538666883993955,16,18,1,1,0,0,0,1,0
716,I Speak for OCE,0,Viego,143,79,62,11,13,28,6,7,6,10807,11581,0,8929,27588,9,1,24,0,1700,147,178,0.3,0.171555518022817,16,36,3,0,0,1,0,0,0
717,Maximiser,0,Yone,255,72,47,8,14,157,6,11,4,12447,16416,0,548,21171,9,1,18,0,1700,208,356,0.25,0.2431763297026195,49,41,2,3,0,0,1,0,0
718,Hide on Marcus,0,Tristana,35,21,33,6,13,155,4,6,5,10430,14020,0,2586,18170,9,4,25,0,1700,30,162,0.225,0.2076853258284829,42,32,0,3,1,0,0,0,0
719,Furbie,0,Blitzcrank,28,28,35,12,12,33,2,7,12,9789,8249,658,0,19548,44,9,73,0,1700,99,211,0.35,0.12219615760614111,30,37,1,3,0,0,0,0,1
720,10bird,1,Nasus,161,21,17,5,14,134,9,2,5,12763,14664,0,1626,15480,7,0,20,0,1468,71,65,0.7777777777777778,0.17874149175852944,33,24,3,1,0,0,0,1,0
721,Fk Off,1,Jax,49,114,53,4,14,32,10,2,8,11797,15206,0,5368,17511,5,2,14,0,1468,321,63,1.0,0.18534631878425722,8,11,2,0,0,1,0,0,0
722,Magixs,1,Malzahar,116,87,66,8,14,154,5,2,13,12797,18745,0,605,7520,7,1,13,0,1468,533,80,1.0,0.22848036522303825,20,44,0,1,0,0,1,0,0
723,Bjorn Ironfive,1,Jinx,122,43,12,8,12,150,8,8,5,9933,16072,0,940,14426,5,0,9,0,1468,48,209,0.7222222222222222,0.19590364840835955,13,22,2,2,1,0,0,0,0
724,Starscrizzle,1,Zyra,65,71,39,7,12,30,5,4,18,9711,17354,0,731,11519,22,5,52,0,1468,296,107,1.2777777777777777,0.21152817582581554,11,19,1,2,0,0,0,0,1
725,Uncle Rico 14,0,Nocturne,66,10,16,12,14,160,4,7,5,11600,11773,0,1721,21625,7,0,11,0,1468,192,158,0.24324324324324326,0.25710351210693094,7,10,0,0,0,0,0,1,0
726,State of Mind,0,Hecarim,145,40,24,5,11,16,5,7,5,8115,9597,0,7469,23284,7,1,11,0,1468,160,185,0.2702702702702703,0.20958585613820985,16,21,0,0,0,1,0,0,0
727,Ausfreak,0,Ahri,53,71,21,15,12,153,2,5,2,9885,7711,0,2258,15588,7,1,14,0,1468,25,189,0.10810810810810811,0.16839801657087272,26,9,0,0,0,0,1,0,0
728,Flocon de nelge,0,Tristana,14,15,19,5,13,152,6,10,4,10047,11397,0,2396,19672,6,0,10,0,1468,9,202,0.2702702702702703,0.2488997864995984,21,27,1,1,1,0,0,0,0
729,oO SugarMommy Oo,0,Blitzcrank,24,33,16,9,11,34,1,8,8,7782,5312,427,799,19925,17,5,42,0,1468,115,185,0.24324324324324326,0.11601282868438809,45,38,1,1,0,0,0,0,1
730,TheCrumbleZ,0,Nasus,127,19,36,7,15,135,9,4,1,14361,13256,0,4057,30879,4,1,7,0,1542,74,115,0.2857142857142857,0.26573366244661767,22,22,4,1,0,0,0,1,0
731,Michigami,0,XinZhao,53,72,0,8,12,21,3,9,5,9838,8162,0,9191,30076,2,1,14,0,1542,433,224,0.22857142857142856,0.16362162490981105,16,12,1,0,0,1,0,0,0
732,lawmaker,0,Kaisa,44,34,39,5,13,130,3,7,3,10588,9566,0,1356,17626,9,3,21,0,1542,0,220,0.17142857142857143,0.1917617112024568,28,18,2,0,0,0,1,0,0
733,abortedspawn,0,Jinx,79,30,16,10,12,115,4,10,5,9101,8411,0,1473,16673,2,1,5,0,1542,36,197,0.2571428571428571,0.1686214851882138,22,21,0,0,1,0,0,0,0
734,HIM,0,Lux,35,32,77,11,11,35,3,5,6,7428,10489,852,544,11527,27,6,66,0,1542,303,99,0.2571428571428571,0.21026151625290068,17,18,0,0,0,0,0,0,1
