,Gold_x,Gold_y,Gold_x,Gold_y,Gold_x,Gold_y,Gold_x,Gold_y,Gold_x,Gold_y,Gold_x,Gold_y,Gold_x,Gold_y,Gold_x,Gold_y,Gold_x,Gold_y,Gold_x,Gold_y,Gold_x,Gold_y,Gold_x,Gold_y,Gold_x,Gold_y,Gold_x,Gold_y,Gold_x,Gold_y,Gold_x,Gold_y,Gold_x,Gold_y,Gold_x,Gold_y,Gold_x,Gold_y,Gold_x,Gold_y,Gold_x,Gold_y,Gold_x,Gold_y,Gold_x,Gold_y,Gold_x,Gold_y,Gold_x,Gold_y,Gold_x,Gold_y,Gold_x,Gold_y,Gold_x,Gold_y,Gold_x,Gold_y,Gold_x,Gold_y,Gold_x,Gold_y,Gold_x,Gold_y,Gold_x,Gold_y,Gold_x,Gold_y,Gold_x,Gold_y,Gold_x,Gold_y,Gold_x,Gold_y,Gold_x,Gold_y,Gold_x,Gold_y,Gold_x,Gold_y,Gold_x,Gold_y,Gold_x,Gold_y,Gold_x,Gold_y,Gold_x,Gold_y,Gold_x,Gold_y,Gold_x,Gold_y,Gold_x,Gold_y,Gold_x,Gold_y,Gold_x,Gold_y,Gold_x,Gold_y
20,13147.0,6338.0,5471.0,5750.0,6233.0,,,5725.0,4666.0,4744.0,4202.0,5334.0,5529.0,5358.0,7725.0,6359.0,7620.0,7716.0,10103.0,5537.0,18049.0,,,5842.0,5928.0,5384.0,6323.0,5934.0,6680.0,8013.0,6692.0,8690.0,7041.0,6107.0,5873.0,8084.0,5464.0,5397.0,,,6982.0,6970.0,12720.0,,6818.0,7847.0,,,7167,4574.0,5676.0,7673.0,6944.0,6997.0,8410.0,5036.0,10744.0,7252.0,7090.0,7520.0,12368.0,5323.0,5483.0,5959.0,6547.0,6728.0,6483.0,7349.0,6432.0,4500.0,7831.0,7466.0,7367.0,7626.0,5637.0,6904.0,4924.0,5633.0,7715.0,6458.0,6209.0,7337.0,6915.0,6749.0,8273.0,7955.0,7340.0,,5562.0,7643.0,7618.0,5723.0,9812.0,6883.0,6622.0,6147.0,,7348.0,5538.0,5611.0
21,13788.0,6633.0,5747.0,6040.0,6599.0,,,6014.0,4856.0,5069.0,4342.0,5684.0,5669.0,5736.0,7896.0,6651.0,7848.0,8143.0,10434.0,,18445.0,,,6257.0,7186.0,5639.0,6607.0,6148.0,7082.0,8191.0,6905.0,9547.0,7317.0,6329.0,6109.0,8247.0,5904.0,5537.0,,,7298.0,7567.0,12729.0,,7090.0,8495.0,,,7289,4697.0,6010.0,7995.0,7084.0,7224.0,8660.0,5215.0,11453.0,7712.0,7393.0,8265.0,12871.0,5662.0,5544.0,6210.0,6705.0,7316.0,6788.0,7658.0,6850.0,4661.0,8122.0,8253.0,7523.0,7860.0,5901.0,7334.0,5239.0,5940.0,8137.0,7205.0,7154.0,8059.0,7055.0,7115.0,8837.0,8212.0,7919.0,,6378.0,8031.0,8040.0,5988.0,10670.0,7264.0,7213.0,6694.0,,7639.0,5863.0,5933.0
22,14259.0,6774.0,6187.0,6256.0,6722.0,,,6234.0,5068.0,5249.0,4450.0,5825.0,5979.0,5876.0,8186.0,6905.0,8362.0,8392.0,10666.0,,19064.0,,,6591.0,7727.0,5925.0,6771.0,6370.0,7350.0,9456.0,7734.0,10318.0,7561.0,6735.0,6370.0,8502.0,6182.0,5707.0,,,7483.0,7975.0,,,7469.0,8771.0,,,7585,4715.0,6250.0,8581.0,7365.0,7459.0,8949.0,5621.0,12204.0,7884.0,7731.0,8471.0,13237.0,5784.0,,6568.0,7057.0,7886.0,6976.0,,7322.0,6086.0,8671.0,8376.0,7745.0,8003.0,6266.0,7651.0,5430.0,,8289.0,7430.0,7298.0,8248.0,7195.0,7412.0,8960.0,8502.0,8069.0,,6564.0,9376.0,8066.0,6269.0,10892.0,7407.0,7515.0,7161.0,,8418.0,6020.0,6250.0
23,14973.0,6924.0,6446.0,6537.0,6844.0,,,6441.0,5208.0,5404.0,,5985.0,6120.0,6066.0,8326.0,7041.0,8548.0,8528.0,11052.0,,19998.0,,,6762.0,7850.0,6538.0,7118.0,6577.0,,9728.0,8005.0,10590.0,8533.0,7073.0,6577.0,9187.0,6567.0,5923.0,,,7725.0,8282.0,,,,9774.0,,,7708,,6441.0,8796.0,7945.0,7656.0,9093.0,,12561.0,8007.0,8203.0,8833.0,13707.0,5956.0,,6753.0,7214.0,8105.0,7647.0,,7444.0,6226.0,8935.0,8571.0,8249.0,8538.0,6914.0,8106.0,5728.0,,8487.0,7570.0,7745.0,,8085.0,7834.0,9373.0,8897.0,8448.0,,7209.0,10404.0,,6588.0,11481.0,8385.0,7687.0,7393.0,,8615.0,6372.0,6498.0
24,15333.0,7265.0,6737.0,6678.0,7009.0,,,6682.0,5648.0,5554.0,,6125.0,6485.0,6293.0,8619.0,7388.0,8866.0,9111.0,11432.0,,20214.0,,,7035.0,7972.0,6732.0,7578.0,6818.0,,10076.0,8688.0,11057.0,9172.0,7422.0,6700.0,10537.0,6758.0,6113.0,,,8036.0,9052.0,,,,10413.0,,,8790,,6581.0,8918.0,8105.0,7952.0,9411.0,,12684.0,9157.0,8839.0,9110.0,14102.0,6303.0,,,8148.0,8340.0,8435.0,,7702.0,6367.0,9057.0,9076.0,8372.0,8767.0,7112.0,8610.0,5932.0,,8708.0,7953.0,8113.0,,8226.0,7981.0,9845.0,9734.0,8709.0,,7332.0,10772.0,,6739.0,11695.0,8640.0,8050.0,7699.0,,9588.0,6672.0,6620.0
25,15693.0,7848.0,7501.0,6828.0,7125.0,,,6707.0,6139.0,5580.0,,6151.0,7276.0,6734.0,9059.0,7511.0,9113.0,9300.0,11678.0,,20970.0,,,7185.0,9121.0,6751.0,7861.0,7080.0,,10401.0,8825.0,11230.0,9372.0,7913.0,6951.0,,7335.0,6254.0,,,8291.0,9508.0,,,,10635.0,,,8969,,6721.0,9043.0,8699.0,8277.0,9534.0,,12848.0,9564.0,9246.0,9737.0,14474.0,6592.0,,,8465.0,8612.0,8959.0,,7825.0,6682.0,9181.0,9293.0,8445.0,9260.0,7584.0,9229.0,6102.0,,8872.0,8093.0,8621.0,,8516.0,8287.0,10437.0,,9219.0,,7517.0,10977.0,,6879.0,12042.0,8663.0,8215.0,8011.0,,9931.0,6919.0,6834.0
26,16247.0,7989.0,7641.0,6968.0,,,,,6330.0,,,,7583.0,7393.0,9900.0,7655.0,9576.0,9627.0,12250.0,,21605.0,,,7786.0,9293.0,,8035.0,,,10918.0,9162.0,11529.0,9741.0,8485.0,7074.0,,7566.0,6769.0,,,8540.0,10354.0,,,,11137.0,,,9455,,6862.0,9615.0,8839.0,8420.0,9804.0,,13303.0,9846.0,9529.0,10117.0,14906.0,7639.0,,,8692.0,9034.0,9291.0,,8046.0,6823.0,9456.0,10001.0,,9462.0,7880.0,9574.0,6427.0,,9070.0,8284.0,8937.0,,9016.0,8437.0,11052.0,,9342.0,,8045.0,11325.0,,7190.0,12269.0,,8622.0,8273.0,,10825.0,7230.0,7032.0
27,16820.0,8429.0,7781.0,7209.0,,,,,6625.0,,,,7724.0,7927.0,10240.0,8315.0,9699.0,10241.0,,,21865.0,,,8649.0,9596.0,,8270.0,,,11624.0,9534.0,11841.0,9988.0,9372.0,7196.0,,8191.0,6984.0,,,8872.0,10918.0,,,,11273.0,,,9626,,7052.0,9812.0,9020.0,8469.0,9927.0,,13311.0,9968.0,9983.0,10682.0,15403.0,7761.0,,,8815.0,10214.0,9716.0,,8442.0,6963.0,9902.0,10451.0,,,8452.0,9850.0,,,9662.0,8466.0,9060.0,,9630.0,8609.0,11441.0,,9464.0,,8818.0,11575.0,,7381.0,12526.0,,8744.0,8665.0,,11051.0,7351.0,7505.0
28,17180.0,8503.0,8338.0,7526.0,,,,,6870.0,,,,7924.0,8047.0,10544.0,8437.0,10137.0,11133.0,,,22754.0,,,8966.0,9857.0,,8392.0,,,12207.0,9916.0,13209.0,10252.0,9792.0,7333.0,,8768.0,7305.0,,,9083.0,,,,,11694.0,,,9895,,7243.0,10027.0,10210.0,,10090.0,,,10116.0,10135.0,11021.0,16023.0,8330.0,,,9216.0,10489.0,10089.0,,8661.0,7103.0,10333.0,11580.0,,,8574.0,10088.0,,,10049.0,8757.0,9523.0,,10061.0,9054.0,11731.0,,9771.0,,9175.0,12372.0,,7521.0,12898.0,,8866.0,9112.0,,,,7836.0
29,17886.0,,8480.0,7741.0,,,,,7011.0,,,,8115.0,,,8560.0,10754.0,11424.0,,,23210.0,,,9237.0,10211.0,,8599.0,,,12379.0,10576.0,13587.0,10430.0,10298.0,7574.0,,9071.0,7496.0,,,9429.0,,,,,11816.0,,,11092,,7546.0,10198.0,10400.0,,10309.0,,,11313.0,10708.0,11368.0,16615.0,8529.0,,,9493.0,10622.0,10352.0,,9384.0,7258.0,10834.0,11815.0,,,9460.0,10468.0,,,10177.0,9134.0,9541.0,,10442.0,9358.0,12267.0,,10047.0,,9673.0,,,7662.0,13805.0,,9269.0,9291.0,,,,7958.0
30,,,8870.0,8189.0,,,,,7353.0,,,,8345.0,,,8912.0,10927.0,11847.0,,,23523.0,,,9492.0,10410.0,,8721.0,,,12947.0,10749.0,13998.0,10648.0,10434.0,7996.0,,9211.0,7936.0,,,9566.0,,,,,11835.0,,,11628,,7716.0,10543.0,10542.0,,10432.0,,,11692.0,10896.0,11731.0,17083.0,8885.0,,,9817.0,10914.0,10561.0,,9696.0,7572.0,11257.0,,,,9582.0,10924.0,,,,9335.0,,,10643.0,9515.0,12383.0,,10689.0,,9691.0,,,7669.0,13928.0,,9392.0,10023.0,,,,8123.0
31,,,9312.0,8330.0,,,,,7523.0,,,,8487.0,,,9022.0,11099.0,12438.0,,,24156.0,,,9737.0,10553.0,,9038.0,,,14259.0,10983.0,14328.0,10799.0,11248.0,8582.0,,9595.0,8077.0,,,9585.0,,,,,,,,11834,,7981.0,10997.0,10609.0,,10936.0,,,11815.0,11488.0,11853.0,17885.0,9232.0,,,9884.0,11140.0,10808.0,,10261.0,,11496.0,,,,9850.0,11241.0,,,,9550.0,,,11621.0,,,,11145.0,,,,,,14238.0,,10056.0,10575.0,,,,8377.0
32,,,,8495.0,,,,,7964.0,,,,8627.0,,,,11722.0,12903.0,,,24640.0,,,10436.0,10676.0,,9314.0,,,14557.0,11690.0,14732.0,10922.0,11273.0,8988.0,,9735.0,8322.0,,,,,,,,,,,12282,,8122.0,11119.0,,,11500.0,,,12087.0,11736.0,12003.0,18314.0,9405.0,,,,11817.0,11048.0,,10555.0,,12227.0,,,,9969.0,11684.0,,,,9691.0,,,11761.0,,,,11269.0,,,,,,14375.0,,10729.0,,,,,8701.0
33,,,,8757.0,,,,,8404.0,,,,8797.0,,,,11996.0,13025.0,,,24886.0,,,10800.0,10782.0,,9436.0,,,16225.0,12171.0,14876.0,11419.0,,,,9926.0,8912.0,,,,,,,,,,,12479,,8262.0,11241.0,,,,,,12497.0,12201.0,12157.0,19116.0,9785.0,,,,11826.0,11241.0,,10776.0,,12438.0,,,,,11881.0,,,,9906.0,,,11772.0,,,,11273.0,,,,,,,,11148.0,,,,,8873.0
34,,,,8997.0,,,,,8710.0,,,,9068.0,,,,12792.0,13401.0,,,25102.0,,,11108.0,,,9482.0,,,16228.0,12404.0,15418.0,11795.0,,,,10066.0,9128.0,,,,,,,,,,,12602,,8837.0,12301.0,,,,,,12549.0,12637.0,,19615.0,10222.0,,,,,11558.0,,10969.0,,,,,,,12122.0,,,,10174.0,,,,,,,,,,,,,,,11187.0,,,,,9017.0
35,,,,9188.0,,,,,,,,,9399.0,,,,12800.0,13427.0,,,25363.0,,,11504.0,,,,,,,12919.0,15540.0,11917.0,,,,10519.0,9298.0,,,,,,,,,,,13074,,,12662.0,,,,,,,13017.0,,19912.0,10550.0,,,,,11812.0,,11216.0,,,,,,,12442.0,,,,10464.0,,,,,,,,,,,,,,,,,,,,10026.0
36,,,,9339.0,,,,,,,,,9569.0,,,,,,,,26007.0,,,11952.0,,,,,,,13520.0,16543.0,11991.0,,,,10847.0,9601.0,,,,,,,,,,,14085,,,12938.0,,,,,,,13522.0,,,,,,,,12018.0,,11718.0,,,,,,,12919.0,,,,10604.0,,,,,,,,,,,,,,,,,,,,10475.0
37,,,,9479.0,,,,,,,,,9770.0,,,,,,,,26848.0,,,,,,,,,,14058.0,16780.0,,,,,,9791.0,,,,,,,,,,,14208,,,13060.0,,,,,,,13867.0,,,,,,,,12124.0,,11895.0,,,,,,,14834.0,,,,10745.0,,,,,,,,,,,,,,,,,,,,10490.0
38,,,,9770.0,,,,,,,,,10173.0,,,,,,,,27243.0,,,,,,,,,,14180.0,,,,,,,9931.0,,,,,,,,,,,14883,,,13182.0,,,,,,,14175.0,,,,,,,,,,,,,,,,,15167.0,,,,11081.0,,,,,,,,,,,,,,,,,,,,
39,,,,10248.0,,,,,,,,,10313.0,,,,,,,,27327.0,,,,,,,,,,14473.0,,,,,,,10122.0,,,,,,,,,,,15005,,,13237.0,,,,,,,14737.0,,,,,,,,,,,,,,,,,15560.0,,,,11296.0,,,,,,,,,,,,,,,,,,,,
40,,,,10575.0,,,,,,,,,10528.0,,,,,,,,,,,,,,,,,,14913.0,,,,,,,10312.0,,,,,,,,,,,15493,,,,,,,,,,15302.0,,,,,,,,,,,,,,,,,15578.0,,,,11841.0,,,,,,,,,,,,,,,,,,,,
41,,,,10660.0,,,,,,,,,10679.0,,,,,,,,,,,,,,,,,,,,,,,,,10483.0,,,,,,,,,,,16920,,,,,,,,,,15550.0,,,,,,,,,,,,,,,,,,,,,12234.0,,,,,,,,,,,,,,,,,,,,
42,,,,,,,,,,,,,11152.0,,,,,,,,,,,,,,,,,,,,,,,,,10547.0,,,,,,,,,,,17244,,,,,,,,,,15972.0,,,,,,,,,,,,,,,,,,,,,12295.0,,,,,,,,,,,,,,,,,,,,
43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17467,,,,,,,,,,16291.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17652,,,,,,,,,,17104.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17927,,,,,,,,,,17226.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18377,,,,,,,,,,17718.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18499,,,,,,,,,,18066.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18782,,,,,,,,,,18087.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19632,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20054,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20354,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20371,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
