,0_x,0_y,0_x,0_y,0_x,0_y,0_x,0_y,0_x,0_y,0_x,0_y,0_x,0_y,0_x,0_y,0_x,0_y,0_x,0_y,0_x,0_y,0_x,0_y,0_x,0_y,0_x,0_y,0_x,0_y,0_x,0_y,0_x,0_y,0_x,0_y,0_x,0_y,0_x,0_y,0_x,0_y,0_x,0_y,0_x,0_y,0_x,0_y,0_x,0_y,0_x,0_y,0_x,0_y,0_x,0_y,0_x,0_y,0_x,0_y,0_x,0_y,0_x,0_y,0_x,0_y,0_x,0_y,0_x,0_y,0_x,0_y,0_x,0_y,0_x,0_y,0_x,0_y,0_x,0_y,0_x,0_y,0_x,0_y,0_x,0_y,0_x,0_y,0_x,0_y,0_x,0_y,0_x,0_y,0_x,0_y,0_x,0_y,0_x,0_y
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,660.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,660.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,660.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,660.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.444444444444445,0.0,0.0,0.0,0.0,0.0,0.0,960.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.6666666666666665,0.0,0.0,0.0,0.0,8.0,2.7777777777777777,2.6666666666666665,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,960.0,0.0,0.0,0.0,0.0,0.0,5.555555555555555,0.0,5.777777777777778,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.444444444444445,2.2222222222222223,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.7777777777777777,960.0,0.0,2.0,6.111111111111111,0.0,0.0,0.0,7.444444444444445,0.0,0.0,0.0,0.0,0.0,6.111111111111111,5.111111111111111,0.0,0.0,987.5555555555555,0.0,9.88888888888889,0.0,0.0,0.0,0.0,0.0
2,159.0,124.33333333333333,205.44444444444446,184.22222222222223,221.33333333333334,202.77777777777777,180.11111111111111,150.88888888888889,184.11111111111111,167.0,176.11111111111111,185.0,141.0,121.55555555555556,226.88888888888889,201.11111111111111,1387.111111111111,129.0,53.333333333333336,217.22222222222223,214.0,201.77777777777777,182.66666666666666,192.33333333333334,172.55555555555554,178.22222222222223,213.22222222222223,163.88888888888889,148.11111111111111,173.22222222222223,187.22222222222223,153.66666666666666,172.77777777777777,208.77777777777777,191.55555555555554,176.55555555555554,176.11111111111111,172.66666666666666,179.44444444444446,204.0,186.0,160.77777777777777,179.44444444444446,172.66666666666666,141.66666666666666,1430.4444444444443,209.88888888888889,201.55555555555554,83.11111111111111,181.44444444444446,191.44444444444446,175.0,186.66666666666666,180.22222222222223,167.11111111111111,169.22222222222223,102.44444444444444,204.77777777777777,191.55555555555554,185.88888888888889,162.66666666666666,144.77777777777777,154.66666666666666,164.22222222222223,172.77777777777777,200.0,176.11111111111111,163.11111111111111,168.33333333333334,181.33333333333334,189.88888888888889,171.55555555555554,166.0,197.55555555555554,182.22222222222223,1430.3333333333333,159.44444444444446,198.33333333333334,186.11111111111111,179.88888888888889,197.11111111111111,190.0,199.55555555555554,173.33333333333334,169.33333333333334,222.33333333333334,152.66666666666666,176.0,190.66666666666666,60.77777777777778,169.33333333333334,188.44444444444446,1527.888888888889,188.44444444444446,135.22222222222223,122.66666666666667,172.66666666666666,176.11111111111111,176.11111111111111,191.0
3,617.6666666666666,553.3333333333334,645.1111111111111,665.7777777777778,675.7777777777778,647.7777777777778,653.6666666666666,641.3333333333334,638.8888888888889,561.1111111111111,667.6666666666666,645.4444444444445,602.7777777777778,617.4444444444445,592.6666666666666,615.5555555555555,1881.2222222222222,619.6666666666666,460.55555555555554,669.7777777777778,673.2222222222222,610.5555555555555,627.1111111111111,652.3333333333334,593.8888888888889,642.0,668.7777777777778,622.8888888888889,588.0,639.7777777777778,588.5555555555555,636.0,635.0,597.8888888888889,691.2222222222222,609.3333333333334,584.2222222222222,629.7777777777778,627.1111111111111,673.0,632.7777777777778,606.4444444444445,658.8888888888889,565.8888888888889,545.8888888888889,2072.222222222222,634.6666666666666,629.3333333333334,597.7777777777778,556.2222222222222,617.2222222222222,665.5555555555555,680.0,652.4444444444445,523.0,639.5555555555555,587.0,634.0,594.7777777777778,629.7777777777778,606.6666666666666,578.3333333333334,608.8888888888889,563.7777777777778,650.0,611.6666666666666,630.0,673.4444444444445,670.1111111111111,627.6666666666666,654.4444444444445,596.4444444444445,611.3333333333334,642.6666666666666,641.8888888888889,2005.7777777777778,670.6666666666666,573.2222222222222,685.6666666666666,679.3333333333334,638.8888888888889,614.5555555555555,589.0,597.0,561.8888888888889,675.2222222222222,607.1111111111111,606.8888888888889,661.2222222222222,553.7777777777778,612.6666666666666,627.5555555555555,2119.1111111111113,657.3333333333334,599.8888888888889,513.2222222222222,598.7777777777778,624.8888888888889,670.5555555555555,640.7777777777778
4,1067.3333333333333,964.7777777777778,1122.6666666666667,1012.2222222222222,1127.888888888889,1043.0,1062.2222222222222,1078.2222222222222,1040.6666666666667,1000.7777777777778,1051.5555555555557,1116.4444444444443,1078.7777777777778,1021.3333333333334,959.4444444444445,1092.5555555555557,2591.4444444444443,1030.7777777777778,818.7777777777778,1008.5555555555555,1055.4444444444443,954.1111111111111,985.4444444444445,1112.111111111111,668.1111111111111,1027.888888888889,1064.5555555555557,1029.888888888889,1008.5555555555555,1013.4444444444445,1013.8888888888889,1053.888888888889,1031.4444444444443,1016.1111111111111,1041.111111111111,1066.0,1042.2222222222222,1073.6666666666667,1082.111111111111,1089.6666666666667,1103.111111111111,975.4444444444445,1085.2222222222222,1018.8888888888889,885.8888888888889,2820.3333333333335,1065.7777777777778,1064.3333333333333,919.3333333333334,911.3333333333334,1057.7777777777778,1104.2222222222222,1061.4444444444443,1098.3333333333333,939.5555555555555,1045.888888888889,989.0,1046.7777777777778,1000.6666666666666,1080.5555555555557,1051.111111111111,958.8888888888889,994.3333333333334,975.0,1102.7777777777778,975.6666666666666,1072.6666666666667,1000.7777777777778,1088.4444444444443,1030.111111111111,982.4444444444445,1026.0,861.4444444444445,1058.6666666666667,1089.5555555555557,2536.777777777778,1071.111111111111,928.8888888888889,975.3333333333334,1143.6666666666667,1016.2222222222222,1039.4444444444443,956.3333333333334,1015.7777777777778,955.3333333333334,1141.3333333333333,980.2222222222222,1042.6666666666667,1069.111111111111,927.8888888888889,978.7777777777778,1058.4444444444443,2722.8888888888887,998.4444444444445,1024.3333333333333,874.6666666666666,1021.6666666666666,1038.2222222222222,1056.111111111111,981.4444444444445
5,1388.7777777777778,1329.111111111111,1528.2222222222222,1432.5555555555557,1546.5555555555557,1454.6666666666667,1578.3333333333333,1518.3333333333333,1454.4444444444443,1388.6666666666667,1515.111111111111,1553.3333333333333,1512.4444444444443,1401.0,1257.5555555555557,1503.6666666666667,3290.777777777778,1420.111111111111,1325.2222222222222,1363.3333333333333,1430.0,1207.7777777777778,1421.7777777777778,1535.5555555555557,,1477.3333333333333,1449.888888888889,1497.2222222222222,1443.5555555555557,1503.7777777777778,1485.5555555555557,1480.2222222222222,1476.5555555555557,1473.888888888889,1456.4444444444443,1501.4444444444443,1395.888888888889,1540.4444444444443,1421.3333333333333,1453.0,1493.111111111111,1355.888888888889,1558.2222222222222,1447.4444444444443,1256.2222222222222,3679.0,1443.4444444444443,1384.111111111111,1296.0,1313.111111111111,1533.4444444444443,1545.3333333333333,1504.888888888889,1434.3333333333333,1276.5555555555557,1424.7777777777778,1426.3333333333333,1430.888888888889,1443.0,1441.7777777777778,1443.111111111111,1460.111111111111,1339.111111111111,1395.888888888889,1559.5555555555557,1427.3333333333333,1422.2222222222222,1435.5555555555557,1442.111111111111,1419.2222222222222,1314.888888888889,1423.6666666666667,1285.6666666666667,1607.6666666666667,1581.5555555555557,3290.8888888888887,1426.4444444444443,1363.4444444444443,1502.4444444444443,1559.4444444444443,1441.5555555555557,1399.111111111111,1353.6666666666667,1464.6666666666667,1376.7777777777778,1526.6666666666667,1428.4444444444443,1452.111111111111,1507.4444444444443,1321.2222222222222,1316.111111111111,1549.0,3511.4444444444443,1406.111111111111,1386.0,1272.111111111111,1486.111111111111,1431.2222222222222,1516.0,1421.2222222222222
6,1839.6666666666667,1688.7777777777778,1964.2222222222222,1788.4444444444443,1947.111111111111,1889.4444444444443,2040.3333333333333,1974.3333333333333,1934.2222222222222,1792.4444444444443,1882.7777777777778,2011.0,1879.4444444444443,1808.0,1660.3333333333333,1905.2222222222222,4074.222222222222,1888.0,1649.6666666666667,1752.5555555555557,1842.888888888889,1566.3333333333333,1771.4444444444443,1970.6666666666667,,1903.888888888889,1820.2222222222222,1860.888888888889,1820.2222222222222,1926.3333333333333,1807.3333333333333,1924.4444444444443,1840.3333333333333,1927.6666666666667,1918.888888888889,1967.0,1782.4444444444443,1933.2222222222222,1844.4444444444443,2013.4444444444443,1857.6666666666667,1889.5555555555557,1925.4444444444443,1948.888888888889,1656.0,4536.111111111111,1895.5555555555557,1734.0,1752.111111111111,1842.4444444444443,2017.6666666666667,1959.6666666666667,1889.4444444444443,1844.4444444444443,1641.2222222222222,1890.111111111111,1798.3333333333333,1809.7777777777778,1835.0,1832.888888888889,1823.7777777777778,1798.5555555555557,1749.5555555555557,1769.4444444444443,2040.888888888889,1778.6666666666667,1857.3333333333333,1824.3333333333333,1885.6666666666667,1735.111111111111,1741.0,1777.7777777777778,1724.4444444444443,2053.1111111111113,1923.888888888889,3955.4444444444443,1838.111111111111,1762.888888888889,1906.2222222222222,2009.888888888889,1829.2222222222222,1761.888888888889,1784.7777777777778,1923.5555555555557,1704.3333333333333,2061.1111111111113,1822.6666666666667,1907.3333333333333,1937.0,1603.888888888889,1803.6666666666667,2037.111111111111,4313.222222222223,1743.3333333333333,1852.4444444444443,1641.2222222222222,1775.4444444444443,1905.4444444444443,1946.6666666666667,1790.111111111111
7,2144.3333333333335,2193.4444444444443,2386.777777777778,2264.5555555555557,2431.777777777778,2281.6666666666665,2443.777777777778,2367.6666666666665,2345.777777777778,2203.8888888888887,2339.8888888888887,2436.222222222222,2296.1111111111113,2231.1111111111113,1947.3333333333333,2280.777777777778,4702.0,2334.8888888888887,2107.1111111111113,2188.222222222222,2299.0,2037.888888888889,2259.6666666666665,2444.1111111111113,,2258.777777777778,2258.3333333333335,2323.777777777778,2260.5555555555557,2331.8888888888887,2245.6666666666665,2346.5555555555557,2199.222222222222,2286.0,2323.777777777778,2346.222222222222,2214.6666666666665,2359.0,2321.4444444444443,2366.222222222222,2282.5555555555557,2225.8888888888887,2394.777777777778,2393.8888888888887,2037.7777777777778,5503.222222222223,2302.5555555555557,2183.777777777778,2198.5555555555557,2210.222222222222,2364.777777777778,2324.222222222222,2311.5555555555557,2356.222222222222,1995.5555555555557,2199.4444444444443,2195.4444444444443,2153.5555555555557,2193.4444444444443,2225.5555555555557,2264.8888888888887,2316.8888888888887,2194.1111111111113,2209.8888888888887,2521.0,2244.8888888888887,2242.0,2191.0,2233.6666666666665,2161.5555555555557,2088.1111111111113,2099.4444444444443,2215.4444444444443,2510.777777777778,2282.8888888888887,4863.666666666667,2305.5555555555557,2292.222222222222,2330.6666666666665,2429.6666666666665,2335.0,2179.6666666666665,2135.0,2373.6666666666665,2135.8888888888887,2469.777777777778,2148.0,2447.1111111111113,2321.777777777778,2090.0,2160.5555555555557,2429.4444444444443,5046.888888888889,2214.4444444444443,2221.4444444444443,2050.777777777778,2249.8888888888887,2339.5555555555557,2312.1111111111113,2125.4444444444443
8,2579.4444444444443,2590.4444444444443,2754.222222222222,2707.222222222222,2774.5555555555557,2784.4444444444443,2861.8888888888887,2866.5555555555557,2733.8888888888887,2604.6666666666665,2753.8888888888887,2834.1111111111113,2771.3333333333335,2710.6666666666665,2369.6666666666665,2803.4444444444443,5590.555555555556,2709.6666666666665,2672.222222222222,2637.3333333333335,2659.3333333333335,2548.3333333333335,2655.8888888888887,2974.777777777778,,2700.0,2708.8888888888887,2749.0,2788.777777777778,2762.0,2703.777777777778,2775.1111111111113,2620.3333333333335,2754.6666666666665,2771.4444444444443,2749.1111111111113,2698.3333333333335,2889.777777777778,2681.4444444444443,2963.8888888888887,2792.3333333333335,2712.8888888888887,2665.3333333333335,2864.6666666666665,2571.1111111111113,6141.888888888889,2700.5555555555557,2621.777777777778,2629.1111111111113,2675.1111111111113,2796.0,2831.5555555555557,2802.5555555555557,2796.1111111111113,2436.777777777778,2718.1111111111113,2641.1111111111113,2556.8888888888887,2544.3333333333335,2581.5555555555557,2804.0,2738.8888888888887,2587.4444444444443,2617.777777777778,2923.5555555555557,2686.0,2718.777777777778,2633.5555555555557,2796.777777777778,2674.6666666666665,2572.6666666666665,2586.8888888888887,2629.222222222222,2952.8888888888887,2769.4444444444443,5599.666666666667,2654.1111111111113,2810.4444444444443,2750.222222222222,2934.1111111111113,2694.1111111111113,2782.1111111111113,2511.777777777778,2848.222222222222,2660.3333333333335,2935.5555555555557,2679.777777777778,2686.4444444444443,2790.3333333333335,2700.0,2536.222222222222,2960.222222222222,5951.777777777777,2760.6666666666665,2636.6666666666665,2370.1111111111113,2765.0,2791.6666666666665,2762.3333333333335,2499.6666666666665
9,3087.3333333333335,3033.6666666666665,3264.777777777778,3109.5555555555557,3191.777777777778,3337.222222222222,3281.3333333333335,3142.777777777778,3185.222222222222,3089.6666666666665,3152.6666666666665,3294.6666666666665,3172.6666666666665,3168.222222222222,2733.1111111111113,3322.222222222222,6612.333333333333,3128.222222222222,3134.0,3111.777777777778,3069.777777777778,2895.1111111111113,3138.222222222222,3397.777777777778,,3045.1111111111113,3225.5555555555557,3105.0,3190.222222222222,3276.0,3102.1111111111113,3164.5555555555557,2956.222222222222,3215.1111111111113,3125.8888888888887,3295.222222222222,3101.1111111111113,3311.6666666666665,3093.4444444444443,3426.4444444444443,3254.3333333333335,3185.5555555555557,3162.0,3239.6666666666665,2902.1111111111113,7161.666666666667,3113.0,2951.3333333333335,3081.0,3031.6666666666665,3350.222222222222,3290.6666666666665,3242.5555555555557,3295.3333333333335,2856.4444444444443,3146.777777777778,3183.4444444444443,2926.222222222222,3019.6666666666665,3064.222222222222,3175.8888888888887,3144.3333333333335,3081.4444444444443,2976.5555555555557,3331.1111111111113,3073.222222222222,3153.0,3041.777777777778,3144.1111111111113,3138.1111111111113,3058.3333333333335,3024.1111111111113,3054.4444444444443,3366.5555555555557,3259.0,6602.444444444444,3142.0,3215.3333333333335,3178.6666666666665,3518.3333333333335,3240.8888888888887,3138.5555555555557,2921.8888888888887,3273.4444444444443,3118.222222222222,3375.4444444444443,3007.5555555555557,3135.222222222222,3243.777777777778,3058.222222222222,3018.6666666666665,3321.1111111111113,6791.555555555556,3247.1111111111113,3081.6666666666665,2701.3333333333335,3164.6666666666665,3314.777777777778,3117.222222222222,3009.3333333333335
