,xp_x,xp_y,xp_x,xp_y,xp_x,xp_y,xp_x,xp_y,xp_x,xp_y,xp_x,xp_y,xp_x,xp_y,xp_x,xp_y,xp_x,xp_y,xp_x,xp_y,xp_x,xp_y,xp_x,xp_y,xp_x,xp_y,xp_x,xp_y,xp_x,xp_y,xp_x,xp_y,xp_x,xp_y,xp_x,xp_y,xp_x,xp_y,xp_x,xp_y,xp_x,xp_y,xp_x,xp_y,xp_x,xp_y,xp_x,xp_y,xp_x,xp_y,xp_x,xp_y,xp_x,xp_y,xp_x,xp_y,xp_x,xp_y,xp_x,xp_y,xp_x,xp_y,xp_x,xp_y,xp_x,xp_y,xp_x,xp_y,xp_x,xp_y,xp_x,xp_y,xp_x,xp_y,xp_x,xp_y,xp_x,xp_y,xp_x,xp_y,xp_x,xp_y,xp_x,xp_y,xp_x,xp_y,xp_x,xp_y,xp_x,xp_y,xp_x,xp_y,xp_x,xp_y,xp_x,xp_y,xp_x,xp_y,xp_x,xp_y
20,7154.0,9167.0,5538.0,5834.0,7188.0,9925.0,7392.0,9823.0,9615.0,9176.0,8155.0,10649.0,9665.0,8944.0,8558.0,21267.0,7769.0,7012,7839.0,8339.0,9905.0,9057.0,9971.0,,6941.0,8862.0,8193.0,7553.0,7618.0,8418.0,8349.0,7594.0,6305.0,7087.0,10328.0,9549.0,7796.0,8038.0,7487.0,8453.0,10561.0,7648.0,,7385.0,,10533.0,8216.0,6470.0,8495.0,9569.0,10745.0,9184.0,7494.0,9142.0,9318.0,8074.0,,9625.0,10747.0,7827.0,8859.0,8897.0,8937.0,8886.0,9972.0,8394.0,6982.0,7137.0,8424.0,7846.0,11387.0,7499.0,8391.0,6826.0,18829.0,8749.0,9123.0,7491.0,8412.0,7676.0,9898.0,8854.0,7252.0,10156.0,5300.0,,7757.0,9362.0,8561.0,,9865.0,16514.0,8120.0,11905.0,7139.0,8344.0,7662.0,8025.0,8591.0,6162.0
21,7206.0,9751.0,6226.0,6225.0,7440.0,9970.0,8589.0,10613.0,10362.0,10428.0,9313.0,11055.0,9907.0,9512.0,8852.0,21475.0,8304.0,7379,8034.0,9156.0,10665.0,9686.0,10238.0,,7155.0,9606.0,8748.0,7553.0,7618.0,8483.0,8760.0,7803.0,6366.0,7325.0,10766.0,9758.0,7830.0,9118.0,7894.0,8453.0,10978.0,8028.0,,7460.0,,10562.0,8216.0,6705.0,8733.0,,11898.0,9392.0,8280.0,9982.0,10017.0,8452.0,,9803.0,11906.0,8316.0,9305.0,9545.0,10355.0,9293.0,10402.0,8580.0,7384.0,7496.0,8973.0,8471.0,11619.0,8245.0,9544.0,7383.0,19545.0,9401.0,9307.0,7528.0,8963.0,8529.0,9898.0,8867.0,7380.0,10932.0,5874.0,,8162.0,9913.0,8992.0,,10254.0,,8940.0,12073.0,8045.0,9277.0,7870.0,8802.0,9084.0,6589.0
22,7498.0,10165.0,6590.0,7459.0,7656.0,10769.0,9264.0,11010.0,10628.0,11169.0,9768.0,11662.0,10082.0,9512.0,9320.0,,8488.0,7417,8545.0,9156.0,10760.0,9742.0,10625.0,,7315.0,9694.0,8748.0,7888.0,,9026.0,8760.0,,6696.0,7373.0,,10644.0,8345.0,9966.0,8484.0,8540.0,11669.0,8066.0,,7718.0,,11319.0,8517.0,7157.0,9363.0,,12296.0,9653.0,8915.0,10623.0,10032.0,,,10650.0,12610.0,8353.0,9418.0,10125.0,10621.0,10033.0,11790.0,,7611.0,9063.0,9002.0,9495.0,11923.0,8432.0,9785.0,7807.0,21296.0,9840.0,9307.0,7982.0,9596.0,9299.0,9962.0,9335.0,,11769.0,6254.0,,9083.0,10415.0,9831.0,,10561.0,,9644.0,12342.0,8743.0,9632.0,7870.0,9227.0,9553.0,6798.0
23,,10930.0,7862.0,7459.0,8820.0,11006.0,9264.0,11010.0,11200.0,11885.0,10402.0,11662.0,10516.0,9898.0,9687.0,,8776.0,8180,9096.0,10029.0,11033.0,10157.0,11489.0,,7351.0,9857.0,8748.0,,,9495.0,9173.0,,6906.0,8357.0,,10932.0,8345.0,10454.0,9339.0,8741.0,12457.0,8793.0,,7931.0,,11885.0,8606.0,7642.0,10117.0,,12296.0,9879.0,9145.0,11230.0,10222.0,,,11029.0,12725.0,9278.0,9849.0,10931.0,10848.0,10033.0,12963.0,,7785.0,9560.0,9869.0,9495.0,11960.0,8807.0,10422.0,8501.0,,10490.0,10199.0,8118.0,10019.0,9551.0,,9979.0,,13205.0,6511.0,,9367.0,11008.0,10405.0,,,,10342.0,12731.0,9752.0,9977.0,8175.0,9577.0,9956.0,6816.0
24,,10930.0,8199.0,7971.0,9035.0,11263.0,9845.0,11478.0,11230.0,12370.0,11269.0,13133.0,10669.0,10206.0,9741.0,,9153.0,8499,9988.0,10384.0,12021.0,10890.0,11489.0,,7940.0,10465.0,10214.0,,,9495.0,10025.0,,7128.0,8668.0,,11479.0,9958.0,11488.0,10526.0,8753.0,12834.0,9035.0,,8081.0,,12968.0,8934.0,7657.0,10373.0,,13096.0,10253.0,9373.0,11621.0,10222.0,,,11824.0,14074.0,10061.0,10425.0,11275.0,11638.0,,13542.0,,8321.0,10640.0,10407.0,,12335.0,9359.0,11500.0,9562.0,,10618.0,10199.0,8118.0,10019.0,10056.0,,11289.0,,13449.0,7425.0,,9367.0,12492.0,,,,,10791.0,13108.0,9840.0,10156.0,8770.0,10315.0,10882.0,6965.0
25,,12016.0,8713.0,8842.0,9185.0,11386.0,10625.0,11749.0,,13014.0,11304.0,13673.0,11100.0,10206.0,9952.0,,9251.0,9127,10798.0,10857.0,12624.0,11038.0,11946.0,,7940.0,11630.0,10214.0,,,,10973.0,,7340.0,,,12308.0,10310.0,11907.0,10805.0,9621.0,12872.0,9691.0,,8099.0,,13220.0,9386.0,7808.0,11051.0,,13529.0,10253.0,,12161.0,10673.0,,,11988.0,14437.0,10285.0,10927.0,12887.0,11661.0,,14965.0,,8629.0,10956.0,10941.0,,12672.0,9359.0,11500.0,9865.0,,11021.0,10581.0,8514.0,10650.0,10805.0,,12416.0,,13657.0,7953.0,,10379.0,12693.0,,,,,12008.0,13609.0,10025.0,10156.0,10264.0,11175.0,12339.0,6965.0
26,,12737.0,9536.0,9036.0,9412.0,12446.0,10686.0,11937.0,,13038.0,11547.0,13673.0,11466.0,,10751.0,,9251.0,9570,11504.0,11608.0,14124.0,,11946.0,,8475.0,12313.0,10422.0,,,,11348.0,,7575.0,,,12566.0,10384.0,12827.0,11010.0,10184.0,13390.0,9767.0,,8099.0,,13659.0,9758.0,8322.0,11246.0,,14326.0,10854.0,,12996.0,11906.0,,,12140.0,14703.0,11531.0,12226.0,13607.0,11870.0,,14965.0,,9504.0,10956.0,13009.0,,12672.0,,11819.0,10717.0,,11078.0,11414.0,8514.0,11167.0,11548.0,,13215.0,,14570.0,8618.0,,11279.0,13116.0,,,,,12622.0,14098.0,,,10622.0,11883.0,12619.0,7576.0
27,,13086.0,10444.0,9722.0,10016.0,12837.0,12458.0,11937.0,,13941.0,12012.0,15198.0,11596.0,,11460.0,,,9586,11983.0,12065.0,14870.0,,13231.0,,8932.0,13032.0,10849.0,,,,11583.0,,7634.0,,,13998.0,10649.0,13035.0,12201.0,10771.0,13990.0,10136.0,,8906.0,,13881.0,10215.0,9606.0,12204.0,,,11474.0,,13787.0,12398.0,,,12805.0,15780.0,11717.0,13132.0,14130.0,12136.0,,15348.0,,10323.0,11533.0,13475.0,,12672.0,,12811.0,11192.0,,11286.0,12226.0,,11806.0,12310.0,,13647.0,,14589.0,9918.0,,11734.0,13116.0,,,,,13167.0,14802.0,,,11064.0,12549.0,13698.0,8086.0
28,,,11111.0,9722.0,10462.0,13901.0,13071.0,,,13941.0,12012.0,15198.0,12169.0,,11669.0,,,9662,12523.0,13834.0,15521.0,,14111.0,,9534.0,13124.0,10849.0,,,,12108.0,,8185.0,,,14474.0,11285.0,13721.0,,10922.0,15356.0,10886.0,,8906.0,,,10699.0,10179.0,12413.0,,,11983.0,,14157.0,12967.0,,,14774.0,16760.0,12611.0,13314.0,14503.0,12532.0,,15893.0,,10398.0,11722.0,13513.0,,12672.0,,13078.0,12269.0,,11327.0,12567.0,,12106.0,12696.0,,,,,10424.0,,12165.0,14067.0,,,,,13939.0,15483.0,,,11395.0,12549.0,14413.0,8470.0
29,,,11416.0,10715.0,10747.0,14110.0,13525.0,,,14372.0,13198.0,,12484.0,,12137.0,,,10366,12523.0,14015.0,16011.0,,14321.0,,10423.0,13583.0,,,,,13094.0,,8185.0,,,16678.0,11561.0,,,11365.0,15557.0,10947.0,,10063.0,,,10914.0,10579.0,13100.0,,,11983.0,,14561.0,12967.0,,,15172.0,16893.0,12920.0,14666.0,16223.0,13047.0,,,,11179.0,12475.0,13707.0,,,,13348.0,12500.0,,11408.0,12680.0,,12418.0,12696.0,,,,,10424.0,,12165.0,14085.0,,,,,14415.0,16106.0,,,11693.0,,,10405.0
30,,,12219.0,11416.0,11753.0,14298.0,14480.0,,,14397.0,13611.0,,12484.0,,12137.0,,,10366,13559.0,14984.0,16537.0,,15126.0,,10933.0,13583.0,,,,,13297.0,,8185.0,,,16678.0,12688.0,,,,15764.0,11977.0,,10184.0,,,11248.0,,14017.0,,,12289.0,,16475.0,12979.0,,,16597.0,17212.0,12920.0,14679.0,17115.0,13463.0,,,,11262.0,12475.0,14444.0,,,,13966.0,13333.0,,11408.0,12680.0,,12799.0,,,,,,,,12547.0,15373.0,,,,,14894.0,17436.0,,,12118.0,,,11036.0
31,,,12478.0,11677.0,11917.0,14790.0,14920.0,,,14853.0,14108.0,,14334.0,,12576.0,,,11322,15036.0,15220.0,,,15170.0,,11997.0,,,,,,14208.0,,8474.0,,,16880.0,13587.0,,,,,12244.0,,10339.0,,,11273.0,,14827.0,,,12564.0,,17104.0,12979.0,,,16760.0,17212.0,13693.0,15526.0,17115.0,13521.0,,,,12560.0,,,,,,14292.0,13994.0,,,12680.0,,13578.0,,,,,,,,12790.0,15851.0,,,,,15363.0,18497.0,,,12598.0,,,11375.0
32,,,13900.0,11877.0,12727.0,,15037.0,,,15846.0,,,15191.0,,14541.0,,,11345,15166.0,15493.0,,,15980.0,,12755.0,,,,,,,,8864.0,,,18327.0,14215.0,,,,,13204.0,,10806.0,,,12333.0,,14856.0,,,13633.0,,18278.0,13343.0,,,,,14881.0,16097.0,,,,,,13144.0,,,,,,14315.0,14005.0,,,,,14348.0,,,,,,,,14015.0,16787.0,,,,,,19275.0,,,13299.0,,,
33,,,14661.0,12338.0,13064.0,,15527.0,,,17157.0,,,17241.0,,14541.0,,,11962,15757.0,15806.0,,,16534.0,,13046.0,,,,,,,,8864.0,,,18327.0,14215.0,,,,,14166.0,,10845.0,,,,,15619.0,,,13827.0,,,13871.0,,,,,14881.0,16443.0,,,,,,13657.0,,,,,,14343.0,15177.0,,,,,14601.0,,,,,,,,14123.0,16803.0,,,,,,20026.0,,,13464.0,,,
34,,,15025.0,12486.0,13569.0,,16576.0,,,17157.0,,,18748.0,,15853.0,,,11986,16622.0,16427.0,,,16727.0,,13674.0,,,,,,,,8864.0,,,18835.0,,,,,,15707.0,,,,,,,16400.0,,,14264.0,,,13871.0,,,,,15740.0,17004.0,,,,,,13657.0,,,,,,14343.0,15844.0,,,,,15498.0,,,,,,,,14123.0,17758.0,,,,,,21090.0,,,14478.0,,,
35,,,15139.0,12830.0,14274.0,,16592.0,,,,,,19074.0,,15972.0,,,13077,16944.0,17312.0,,,17166.0,,14521.0,,,,,,,,,,,19279.0,,,,,,15896.0,,,,,,,16642.0,,,,,,,,,,,17573.0,17032.0,,,,,,14328.0,,,,,,,16915.0,,,,,15498.0,,,,,,,,15840.0,17771.0,,,,,,22084.0,,,14586.0,,,
36,,,15715.0,13238.0,15469.0,,17749.0,,,,,,,,15972.0,,,13708,17307.0,17312.0,,,18084.0,,14703.0,,,,,,,,,,,,,,,,,16249.0,,,,,,,17958.0,,,,,,,,,,,18267.0,,,,,,,15003.0,,,,,,,17815.0,,,,,,,,,,,,,16018.0,18905.0,,,,,,22952.0,,,14854.0,,,
37,,,16697.0,14926.0,15963.0,,18333.0,,,,,,,,16068.0,,,14083,19375.0,17633.0,,,19371.0,,,,,,,,,,,,,,,,,,,17151.0,,,,,,,18348.0,,,,,,,,,,,18296.0,,,,,,,15743.0,,,,,,,18600.0,,,,,,,,,,,,,,18905.0,,,,,,23187.0,,,15084.0,,,
38,,,16697.0,16314.0,,,,,,,,,,,16068.0,,,14287,19375.0,18368.0,,,19456.0,,,,,,,,,,,,,,,,,,,17151.0,,,,,,,18998.0,,,,,,,,,,,,,,,,,,16146.0,,,,,,,,,,,,,,,,,,,,,,,,,,,25533.0,,,15897.0,,,
39,,,,16322.0,,,,,,,,,,,,,,14913,,18395.0,,,,,,,,,,,,,,,,,,,,,,17340.0,,,,,,,19580.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27041.0,,,16664.0,,,
40,,,,16822.0,,,,,,,,,,,,,,14913,,18395.0,,,,,,,,,,,,,,,,,,,,,,17340.0,,,,,,,19656.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27297.0,,,17154.0,,,
41,,,,16822.0,,,,,,,,,,,,,,16388,,18395.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19656.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27297.0,,,17516.0,,,
42,,,,,,,,,,,,,,,,,,16978,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18822.0,,,
43,,,,,,,,,,,,,,,,,,17152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44,,,,,,,,,,,,,,,,,,17973,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45,,,,,,,,,,,,,,,,,,19073,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46,,,,,,,,,,,,,,,,,,19920,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47,,,,,,,,,,,,,,,,,,20168,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
