,xp_x,xp_y,xp_x,xp_y,xp_x,xp_y,xp_x,xp_y,xp_x,xp_y,xp_x,xp_y,xp_x,xp_y,xp_x,xp_y,xp_x,xp_y,xp_x,xp_y,xp_x,xp_y,xp_x,xp_y,xp_x,xp_y,xp_x,xp_y,xp_x,xp_y,xp_x,xp_y,xp_x,xp_y,xp_x,xp_y,xp_x,xp_y,xp_x,xp_y,xp_x,xp_y,xp_x,xp_y,xp_x,xp_y,xp_x,xp_y,xp_x,xp_y,xp_x,xp_y,xp_x,xp_y,xp_x,xp_y,xp_x,xp_y,xp_x,xp_y,xp_x,xp_y,xp_x,xp_y,xp_x,xp_y,xp_x,xp_y,xp_x,xp_y,xp_x,xp_y,xp_x,xp_y,xp_x,xp_y,xp_x,xp_y,xp_x,xp_y,xp_x,xp_y,xp_x,xp_y,xp_x,xp_y,xp_x,xp_y,xp_x,xp_y,xp_x,xp_y,xp_x,xp_y,xp_x,xp_y,xp_x,xp_y,xp_x,xp_y
20,20637.0,6935.0,6589.0,5720.0,7358.0,,,6893.0,5884.0,5834.0,4404.0,5724.0,6266.0,6480.0,8179.0,6078.0,10150.0,10755.0,12701.0,8140.0,17122.0,,,8010.0,7240.0,6153.0,7900.0,8836.0,9032.0,9431.0,7025.0,7912.0,7502.0,8494.0,6549.0,8150.0,6017.0,6000.0,,,8569.0,9343.0,16824.0,,9328.0,8331.0,,,9143,6206.0,7128.0,10225.0,7220.0,6118.0,7212.0,5876.0,8301.0,9468.0,9496.0,9331.0,20085.0,7542.0,6424.0,6657.0,6574.0,7879.0,9089.0,9636.0,9481.0,5419.0,9759.0,9728.0,8977.0,9826.0,7588.0,8586.0,6008.0,7246.0,8566.0,7096.0,7796.0,8990.0,6017.0,7884.0,8734.0,9257.0,8845.0,,7941.0,10387.0,9770.0,5329.0,9960.0,6094.0,9276.0,7808.0,,7189.0,7614.0,7108.0
21,21929.0,7185.0,7151.0,6127.0,7890.0,,,7143.0,6179.0,6542.0,4645.0,6418.0,6519.0,7132.0,8379.0,6635.0,10401.0,10971.0,13313.0,,17920.0,,,8808.0,8034.0,6530.0,8301.0,9281.0,9447.0,9544.0,7372.0,8349.0,8103.0,8674.0,6663.0,8201.0,6262.0,6074.0,,,9025.0,9676.0,16831.0,,9763.0,9540.0,,,9219,6438.0,7485.0,10648.0,7236.0,6279.0,7821.0,6251.0,8918.0,10010.0,9945.0,10330.0,21236.0,8183.0,6424.0,7275.0,6852.0,8629.0,9469.0,10039.0,10218.0,5419.0,10083.0,10206.0,9152.0,10185.0,7872.0,9220.0,6513.0,7640.0,9473.0,7463.0,8487.0,9236.0,6144.0,8398.0,9400.0,9691.0,9016.0,,8716.0,10840.0,10426.0,6163.0,11032.0,6734.0,9893.0,8515.0,,7673.0,8047.0,7108.0
22,22930.0,7839.0,7936.0,6535.0,7890.0,,,7312.0,6937.0,6617.0,4791.0,6761.0,6770.0,7280.0,8848.0,7327.0,10737.0,11363.0,13628.0,,18762.0,,,9226.0,8792.0,7021.0,8505.0,9430.0,9741.0,11148.0,8126.0,9570.0,8257.0,9395.0,6905.0,8383.0,7451.0,6330.0,,,9118.0,10281.0,,,10239.0,9617.0,,,9446,6438.0,7578.0,11385.0,7414.0,6792.0,8459.0,6698.0,10032.0,10010.0,10459.0,10565.0,21859.0,8183.0,,7440.0,7433.0,10026.0,9695.0,,10427.0,7246.0,11090.0,10206.0,9152.0,10235.0,8487.0,9696.0,6573.0,,9510.0,7920.0,8573.0,9598.0,6144.0,8799.0,9460.0,10114.0,9136.0,,8771.0,11645.0,10426.0,6559.0,11180.0,6889.0,10433.0,8899.0,,8441.0,8138.0,7532.0
23,24534.0,8043.0,8101.0,6869.0,8174.0,,,7561.0,6937.0,6926.0,,6906.0,7090.0,7343.0,9168.0,7346.0,10850.0,11635.0,14306.0,,19825.0,,,9426.0,8792.0,7416.0,9128.0,9733.0,,11330.0,8368.0,9829.0,8632.0,9827.0,7285.0,9165.0,7566.0,6851.0,,,9421.0,10616.0,,,,10344.0,,,9446,,7927.0,11688.0,7864.0,7145.0,8641.0,,10538.0,10010.0,11032.0,11013.0,23247.0,8374.0,,7944.0,7578.0,10348.0,10131.0,,10427.0,7261.0,11358.0,10231.0,9752.0,10893.0,9723.0,10128.0,7490.0,,9926.0,8442.0,9118.0,,7006.0,9075.0,10097.0,10717.0,9920.0,,9620.0,12909.0,,7198.0,11947.0,7559.0,10433.0,9330.0,,8671.0,8667.0,7915.0
24,24834.0,8577.0,8625.0,7149.0,8360.0,,,7561.0,8230.0,6980.0,,7201.0,7777.0,7991.0,9779.0,7712.0,11383.0,12170.0,15808.0,,20065.0,,,9932.0,8792.0,7923.0,9349.0,10304.0,,12059.0,9036.0,10538.0,9465.0,10455.0,7855.0,10352.0,7867.0,6851.0,,,9702.0,11221.0,,,,11003.0,,,10697,,8077.0,11725.0,8039.0,7456.0,9030.0,,10538.0,10576.0,11800.0,11324.0,24461.0,9008.0,,,9008.0,10756.0,10748.0,,10795.0,7641.0,11381.0,11408.0,9848.0,11133.0,9986.0,10516.0,7603.0,,10215.0,9015.0,9934.0,,7171.0,9162.0,10909.0,11550.0,10895.0,,9620.0,13128.0,,7352.0,12423.0,8103.0,10895.0,9708.0,,9596.0,9054.0,7998.0
25,25134.0,9686.0,10452.0,7655.0,8360.0,,,7561.0,8910.0,6980.0,,7201.0,8988.0,8791.0,10668.0,7712.0,11646.0,12320.0,16344.0,,21470.0,,,10033.0,10088.0,7923.0,9823.0,10633.0,,12477.0,9047.0,10710.0,9962.0,11393.0,8118.0,,9312.0,7427.0,,,10225.0,11372.0,,,,11296.0,,,10809,,8077.0,11725.0,8618.0,7807.0,9068.0,,10611.0,11046.0,12211.0,11899.0,24827.0,9701.0,,,9379.0,11115.0,11450.0,,10857.0,8774.0,11381.0,11536.0,9885.0,12297.0,10391.0,11096.0,7641.0,,10366.0,9015.0,11017.0,,8315.0,9581.0,11473.0,,11800.0,,9925.0,13366.0,,7352.0,12869.0,8103.0,11076.0,10259.0,,9784.0,9412.0,8775.0
26,26236.0,9934.0,10628.0,7655.0,,,,,8926.0,,,,9340.0,9918.0,11812.0,8493.0,12340.0,12769.0,16687.0,,22479.0,,,10708.0,10323.0,,9983.0,,,13647.0,9436.0,11188.0,10385.0,11726.0,8118.0,,9501.0,8427.0,,,10681.0,12253.0,,,,11750.0,,,11841,,8319.0,11972.0,8618.0,8176.0,9612.0,,11498.0,11731.0,12733.0,12238.0,25541.0,10195.0,,,9629.0,11988.0,12027.0,,11252.0,10069.0,11758.0,12361.0,,12572.0,10896.0,11700.0,8408.0,,10904.0,9034.0,11637.0,,9152.0,9884.0,11718.0,,11800.0,,10596.0,13681.0,,7808.0,13120.0,,11857.0,10623.0,,10544.0,10016.0,9107.0
27,27833.0,10903.0,11041.0,8239.0,,,,,9303.0,,,,9340.0,10708.0,12186.0,9318.0,12356.0,13142.0,,,22777.0,,,11299.0,11237.0,,10536.0,,,14751.0,10155.0,11662.0,10766.0,12343.0,8142.0,,11639.0,9033.0,,,11084.0,12819.0,,,,11961.0,,,11986,,8563.0,12365.0,8932.0,8611.0,9612.0,,11498.0,11731.0,13145.0,12841.0,26773.0,11096.0,,,9751.0,12833.0,12592.0,,11956.0,10487.0,12361.0,13303.0,,,11426.0,12048.0,,,11650.0,9314.0,11637.0,,10298.0,10004.0,12298.0,,11818.0,,11666.0,14012.0,,8528.0,13340.0,,11987.0,11418.0,,10714.0,10201.0,10157.0
28,28133.0,11088.0,11797.0,9780.0,,,,,10334.0,,,,9400.0,11119.0,12806.0,9382.0,12920.0,14178.0,,,24100.0,,,11583.0,11540.0,,10536.0,,,15747.0,10607.0,12499.0,11229.0,12494.0,8391.0,,12661.0,10039.0,,,11643.0,,,,,12986.0,,,12160,,8703.0,12524.0,10201.0,,9783.0,,,11899.0,13161.0,13157.0,29097.0,12305.0,,,10660.0,13167.0,13210.0,,12232.0,11265.0,12710.0,13999.0,,,11464.0,12329.0,,,12436.0,9835.0,12374.0,,10638.0,10886.0,12499.0,,12244.0,,11929.0,15038.0,,8819.0,13760.0,,11987.0,11568.0,,,,10868.0
29,29591.0,,12024.0,10274.0,,,,,10334.0,,,,9850.0,,,9382.0,13663.0,14489.0,,,24766.0,,,12441.0,11990.0,,10763.0,,,15759.0,11224.0,13021.0,11605.0,13367.0,8673.0,,12862.0,10039.0,,,12290.0,,,,,13104.0,,,13484,,9640.0,12644.0,10605.0,,10208.0,,,12913.0,13782.0,13857.0,30809.0,12706.0,,,11189.0,13351.0,13958.0,,13111.0,12270.0,13264.0,14447.0,,,12354.0,13083.0,,,12474.0,10479.0,12374.0,,11250.0,11332.0,13571.0,,12547.0,,13069.0,,,8859.0,14775.0,,13007.0,11984.0,,,,10906.0
30,,,12926.0,12303.0,,,,,11250.0,,,,10294.0,,,10419.0,13663.0,15249.0,,,25431.0,,,12767.0,12178.0,,10763.0,,,16486.0,11224.0,13986.0,12013.0,13559.0,9524.0,,12862.0,11022.0,,,12315.0,,,,,13104.0,,,13843,,9789.0,13192.0,10918.0,,10208.0,,,13297.0,13964.0,14403.0,31560.0,12744.0,,,11952.0,13783.0,14284.0,,13493.0,12889.0,14076.0,,,,12354.0,13720.0,,,,10539.0,,,11388.0,11612.0,13571.0,,13936.0,,13069.0,,,8859.0,14775.0,,13100.0,13170.0,,,,11352.0
31,,,13694.0,12303.0,,,,,11625.0,,,,10442.0,,,10419.0,13873.0,15945.0,,,26838.0,,,13124.0,12392.0,,11298.0,,,18330.0,11358.0,14429.0,12114.0,14461.0,10042.0,,13973.0,11022.0,,,12315.0,,,,,,,,14127,,10552.0,13671.0,10931.0,,11006.0,,,13297.0,14452.0,14403.0,36016.0,13197.0,,,11981.0,14605.0,14645.0,,14593.0,,14507.0,,,,12844.0,14001.0,,,,10737.0,,,12881.0,,,,14573.0,,,,,,15188.0,,13888.0,13520.0,,,,12282.0
32,,,,12474.0,,,,,12491.0,,,,10616.0,,,,14674.0,16234.0,,,27555.0,,,14014.0,12392.0,,11627.0,,,18774.0,12663.0,15072.0,12114.0,14461.0,10326.0,,13973.0,12125.0,,,,,,,,,,,14386,,10750.0,13872.0,,,11330.0,,,13474.0,14799.0,14826.0,37053.0,13513.0,,,,15609.0,14820.0,,15136.0,,16058.0,,,,13420.0,14537.0,,,,10737.0,,,12932.0,,,,15066.0,,,,,,15188.0,,15415.0,,,,,12621.0
33,,,,13562.0,,,,,13138.0,,,,10823.0,,,,15203.0,16234.0,,,27931.0,,,14601.0,12469.0,,11677.0,,,19785.0,13526.0,15634.0,12640.0,,,,13973.0,13344.0,,,,,,,,,,,14778,,10750.0,13872.0,,,,,,14945.0,15325.0,15009.0,39990.0,13990.0,,,,15609.0,14934.0,,15350.0,,16281.0,,,,,15035.0,,,,11303.0,,,12932.0,,,,15066.0,,,,,,,,16464.0,,,,,12831.0
34,,,,14538.0,,,,,14012.0,,,,11864.0,,,,17345.0,16803.0,,,28171.0,,,15292.0,,,11722.0,,,19785.0,13660.0,16430.0,12970.0,,,,13973.0,13707.0,,,,,,,,,,,14778,,11510.0,14412.0,,,,,,14945.0,15652.0,,41749.0,14414.0,,,,,15327.0,,15564.0,,,,,,,15344.0,,,,11510.0,,,,,,,,,,,,,,,16582.0,,,,,13573.0
35,,,,14538.0,,,,,,,,,11895.0,,,,17345.0,16803.0,,,28683.0,,,15581.0,,,,,,,14499.0,16430.0,12970.0,,,,15376.0,14046.0,,,,,,,,,,,15813,,,15004.0,,,,,,,16077.0,,42889.0,14826.0,,,,,15509.0,,16253.0,,,,,,,15950.0,,,,12264.0,,,,,,,,,,,,,,,,,,,,15693.0
36,,,,14638.0,,,,,,,,,11911.0,,,,,,,,29619.0,,,16027.0,,,,,,,15414.0,18258.0,12992.0,,,,16028.0,14604.0,,,,,,,,,,,16749,,,15247.0,,,,,,,16896.0,,,,,,,,15843.0,,17083.0,,,,,,,16847.0,,,,12264.0,,,,,,,,,,,,,,,,,,,,16607.0
37,,,,14691.0,,,,,,,,,12208.0,,,,,,,,30403.0,,,,,,,,,,16276.0,18791.0,,,,,,15042.0,,,,,,,,,,,16749,,,15285.0,,,,,,,17321.0,,,,,,,,15843.0,,17716.0,,,,,,,18334.0,,,,12264.0,,,,,,,,,,,,,,,,,,,,16607.0
38,,,,15302.0,,,,,,,,,12968.0,,,,,,,,31418.0,,,,,,,,,,16276.0,,,,,,,15042.0,,,,,,,,,,,18266,,,15695.0,,,,,,,17890.0,,,,,,,,,,,,,,,,,18691.0,,,,13627.0,,,,,,,,,,,,,,,,,,,,
39,,,,16339.0,,,,,,,,,12968.0,,,,,,,,31512.0,,,,,,,,,,16588.0,,,,,,,15042.0,,,,,,,,,,,18266,,,15695.0,,,,,,,18604.0,,,,,,,,,,,,,,,,,19324.0,,,,14097.0,,,,,,,,,,,,,,,,,,,,
40,,,,16452.0,,,,,,,,,13335.0,,,,,,,,,,,,,,,,,,17410.0,,,,,,,15042.0,,,,,,,,,,,18792,,,,,,,,,,19831.0,,,,,,,,,,,,,,,,,19324.0,,,,15211.0,,,,,,,,,,,,,,,,,,,,
41,,,,16452.0,,,,,,,,,13666.0,,,,,,,,,,,,,,,,,,,,,,,,,15574.0,,,,,,,,,,,19671,,,,,,,,,,20278.0,,,,,,,,,,,,,,,,,,,,,16603.0,,,,,,,,,,,,,,,,,,,,
42,,,,,,,,,,,,,15341.0,,,,,,,,,,,,,,,,,,,,,,,,,15635.0,,,,,,,,,,,20034,,,,,,,,,,20680.0,,,,,,,,,,,,,,,,,,,,,16603.0,,,,,,,,,,,,,,,,,,,,
43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20182,,,,,,,,,,21410.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20409,,,,,,,,,,21487.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20718,,,,,,,,,,21526.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21441,,,,,,,,,,22553.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21528,,,,,,,,,,23378.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21949,,,,,,,,,,23378.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23188,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23788,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24580,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24580,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
