,0_x,0_y,0_x,0_y,0_x,0_y,0_x,0_y,0_x,0_y,0_x,0_y,0_x,0_y,0_x,0_y,0_x,0_y,0_x,0_y,0_x,0_y,0_x,0_y,0_x,0_y,0_x,0_y,0_x,0_y,0_x,0_y,0_x,0_y,0_x,0_y,0_x,0_y,0_x,0_y,0_x,0_y,0_x,0_y,0_x,0_y,0_x,0_y,0_x,0_y,0_x,0_y,0_x,0_y,0_x,0_y,0_x,0_y,0_x,0_y,0_x,0_y,0_x,0_y,0_x,0_y,0_x,0_y,0_x,0_y,0_x,0_y,0_x,0_y,0_x,0_y,0_x,0_y,0_x,0_y,0_x,0_y,0_x,0_y,0_x,0_y,0_x,0_y,0_x,0_y,0_x,0_y,0_x,0_y,0_x,0_y,0_x,0_y,0_x,0_y
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14285714285714285,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,2.4285714285714284,3.5714285714285716,2.7142857142857144,2.142857142857143,3.5714285714285716,2.2857142857142856,2.0,3.857142857142857,2.857142857142857,2.857142857142857,3.142857142857143,3.5714285714285716,4.142857142857143,3.7142857142857144,2.7142857142857144,3.4285714285714284,4.0,3.5714285714285716,3.4285714285714284,0.42857142857142855,3.5714285714285716,2.857142857142857,3.4285714285714284,3.5714285714285716,4.142857142857143,3.5714285714285716,2.2857142857142856,3.142857142857143,3.142857142857143,4.142857142857143,3.142857142857143,3.4285714285714284,3.2857142857142856,4.428571428571429,3.4285714285714284,0.8571428571428571,1.4285714285714286,3.4285714285714284,3.857142857142857,1.8571428571428572,2.857142857142857,3.0,3.7142857142857144,3.4285714285714284,4.285714285714286,2.142857142857143,3.5714285714285716,3.0,4.285714285714286,3.142857142857143,1.8571428571428572,3.5714285714285716,2.4285714285714284,4.0,3.857142857142857,2.5714285714285716,3.0,3.5714285714285716,3.2857142857142856,3.0,4.428571428571429,3.4285714285714284,3.4285714285714284,4.285714285714286,3.4285714285714284,4.142857142857143,3.142857142857143,3.857142857142857,4.0,3.857142857142857,3.4285714285714284,2.2857142857142856,3.142857142857143,2.857142857142857,3.4285714285714284,3.2857142857142856,3.4285714285714284,3.4285714285714284,2.142857142857143,3.2857142857142856,2.857142857142857,1.7142857142857142,3.142857142857143,2.4285714285714284,3.142857142857143,3.4285714285714284,3.142857142857143,2.857142857142857,3.7142857142857144,3.0,2.5714285714285716,3.142857142857143,3.857142857142857,4.0,4.0,3.2857142857142856,2.857142857142857,2.2857142857142856,3.0,1.2857142857142858
3,12.285714285714286,14.714285714285714,10.571428571428571,10.714285714285714,12.0,11.142857142857142,10.857142857142858,15.142857142857142,12.428571428571429,12.428571428571429,10.714285714285714,13.285714285714286,14.857142857142858,14.428571428571429,12.142857142857142,11.857142857142858,13.142857142857142,10.571428571428571,12.428571428571429,11.142857142857142,12.142857142857142,11.0,12.714285714285714,12.428571428571429,13.142857142857142,14.285714285714286,11.285714285714286,13.142857142857142,14.714285714285714,11.142857142857142,12.285714285714286,12.571428571428571,12.714285714285714,13.571428571428571,9.857142857142858,7.285714285714286,8.428571428571429,11.857142857142858,13.142857142857142,9.428571428571429,12.285714285714286,11.285714285714286,12.857142857142858,11.714285714285714,10.428571428571429,11.285714285714286,11.428571428571429,8.571428571428571,11.571428571428571,13.571428571428571,7.0,13.0,10.571428571428571,13.428571428571429,12.857142857142858,7.857142857142857,12.142857142857142,11.714285714285714,13.714285714285714,13.714285714285714,12.428571428571429,15.0,13.428571428571429,13.142857142857142,11.428571428571429,9.571428571428571,14.142857142857142,12.714285714285714,14.142857142857142,11.714285714285714,12.142857142857142,10.0,11.285714285714286,9.0,11.857142857142858,14.0,13.0,12.142857142857142,10.142857142857142,13.428571428571429,10.285714285714286,4.285714285714286,11.857142857142858,11.571428571428571,12.142857142857142,14.428571428571429,10.285714285714286,13.428571428571429,14.0,12.857142857142858,12.142857142857142,12.0,13.714285714285714,14.0,10.285714285714286,9.714285714285714,11.571428571428571,11.857142857142858,13.285714285714286,9.285714285714286
4,19.142857142857142,21.428571428571427,17.0,19.428571428571427,21.714285714285715,18.571428571428573,18.714285714285715,23.714285714285715,21.0,21.142857142857142,15.285714285714286,22.142857142857142,24.428571428571427,22.714285714285715,19.142857142857142,20.0,18.857142857142858,18.714285714285715,20.714285714285715,16.857142857142858,18.142857142857142,18.571428571428573,19.857142857142858,20.142857142857142,21.142857142857142,23.0,21.571428571428573,21.428571428571427,21.428571428571427,18.0,20.428571428571427,21.285714285714285,19.857142857142858,22.142857142857142,18.857142857142858,15.857142857142858,14.857142857142858,21.428571428571427,22.428571428571427,15.285714285714286,19.285714285714285,18.714285714285715,23.285714285714285,17.142857142857142,19.285714285714285,17.428571428571427,16.142857142857142,15.714285714285714,17.285714285714285,20.714285714285715,15.571428571428571,21.142857142857142,19.571428571428573,21.714285714285715,21.0,14.285714285714286,19.0,19.0,18.857142857142858,20.285714285714285,19.0,23.571428571428573,20.142857142857142,21.428571428571427,19.0,15.142857142857142,21.0,20.857142857142858,21.857142857142858,19.428571428571427,20.0,14.285714285714286,21.428571428571427,16.714285714285715,19.285714285714285,20.571428571428573,20.428571428571427,18.0,18.428571428571427,21.428571428571427,17.714285714285715,7.0,19.285714285714285,20.0,19.142857142857142,23.571428571428573,17.285714285714285,17.857142857142858,23.428571428571427,20.857142857142858,18.714285714285715,19.428571428571427,21.571428571428573,18.285714285714285,15.142857142857142,16.285714285714285,18.285714285714285,12.428571428571429,19.142857142857142,18.0
5,27.428571428571427,27.857142857142858,25.142857142857142,28.0,26.714285714285715,26.571428571428573,27.428571428571427,31.428571428571427,27.428571428571427,29.857142857142858,22.285714285714285,27.142857142857142,29.428571428571427,32.142857142857146,27.285714285714285,26.142857142857142,26.714285714285715,26.571428571428573,28.0,26.714285714285715,29.0,26.428571428571427,27.428571428571427,27.0,25.714285714285715,31.285714285714285,28.857142857142858,26.857142857142858,29.714285714285715,24.714285714285715,25.857142857142858,27.285714285714285,27.0,27.142857142857142,25.142857142857142,25.714285714285715,22.428571428571427,28.428571428571427,28.857142857142858,19.428571428571427,23.714285714285715,25.0,31.428571428571427,22.285714285714285,22.714285714285715,24.0,22.571428571428573,20.714285714285715,24.0,27.428571428571427,20.714285714285715,28.857142857142858,26.857142857142858,28.571428571428573,27.428571428571427,20.714285714285715,26.857142857142858,26.857142857142858,29.571428571428573,27.0,25.428571428571427,30.0,28.285714285714285,31.428571428571427,24.428571428571427,24.571428571428573,27.714285714285715,31.571428571428573,28.571428571428573,25.714285714285715,25.285714285714285,22.285714285714285,30.142857142857142,26.428571428571427,23.571428571428573,28.428571428571427,23.428571428571427,20.714285714285715,29.571428571428573,29.285714285714285,27.142857142857142,10.857142857142858,28.0,27.571428571428573,25.571428571428573,28.714285714285715,24.285714285714285,24.714285714285715,30.571428571428573,27.428571428571427,24.571428571428573,27.285714285714285,27.142857142857142,28.428571428571427,22.285714285714285,22.285714285714285,23.857142857142858,,24.571428571428573,25.714285714285715
6,34.857142857142854,34.714285714285715,31.571428571428573,35.142857142857146,34.714285714285715,33.857142857142854,33.0,37.0,36.57142857142857,37.0,30.857142857142858,35.142857142857146,36.285714285714285,40.0,35.142857142857146,34.285714285714285,32.42857142857143,33.57142857142857,35.57142857142857,32.42857142857143,37.714285714285715,32.42857142857143,35.57142857142857,37.285714285714285,33.285714285714285,39.57142857142857,37.142857142857146,35.285714285714285,37.42857142857143,33.42857142857143,33.0,37.42857142857143,34.714285714285715,36.142857142857146,31.857142857142858,33.0,29.0,37.285714285714285,37.0,26.857142857142858,34.0,32.42857142857143,38.714285714285715,28.428571428571427,28.714285714285715,29.571428571428573,28.428571428571427,28.428571428571427,32.0,38.0,26.285714285714285,36.142857142857146,32.285714285714285,36.285714285714285,33.0,30.0,35.42857142857143,34.285714285714285,38.857142857142854,33.0,32.714285714285715,41.42857142857143,36.285714285714285,38.142857142857146,31.857142857142858,29.428571428571427,36.42857142857143,38.0,36.857142857142854,30.714285714285715,33.142857142857146,29.0,39.0,32.142857142857146,30.571428571428573,35.0,31.571428571428573,29.857142857142858,35.857142857142854,38.0,36.714285714285715,14.142857142857142,36.142857142857146,36.0,30.714285714285715,39.285714285714285,32.142857142857146,28.857142857142858,38.57142857142857,37.714285714285715,29.571428571428573,36.0,33.857142857142854,37.42857142857143,30.142857142857142,27.428571428571427,31.428571428571427,,31.857142857142858,36.0
7,39.857142857142854,42.857142857142854,39.0,42.142857142857146,40.142857142857146,42.285714285714285,42.142857142857146,44.857142857142854,42.57142857142857,43.285714285714285,38.57142857142857,42.285714285714285,43.285714285714285,47.285714285714285,41.0,41.714285714285715,39.42857142857143,42.57142857142857,44.57142857142857,40.857142857142854,45.42857142857143,42.42857142857143,43.0,43.857142857142854,41.57142857142857,45.57142857142857,46.142857142857146,42.714285714285715,46.857142857142854,42.142857142857146,38.285714285714285,44.285714285714285,44.57142857142857,43.142857142857146,37.142857142857146,40.57142857142857,38.142857142857146,46.42857142857143,45.42857142857143,34.714285714285715,39.285714285714285,39.57142857142857,47.285714285714285,33.714285714285715,37.285714285714285,36.857142857142854,37.0,33.0,38.42857142857143,45.142857142857146,36.57142857142857,44.714285714285715,37.42857142857143,42.42857142857143,40.857142857142854,35.714285714285715,41.285714285714285,40.857142857142854,45.857142857142854,42.142857142857146,41.714285714285715,47.285714285714285,43.142857142857146,45.285714285714285,40.0,40.0,43.142857142857146,47.857142857142854,43.57142857142857,37.57142857142857,39.57142857142857,33.857142857142854,47.714285714285715,40.714285714285715,40.857142857142854,42.57142857142857,38.285714285714285,36.42857142857143,46.0,44.857142857142854,42.42857142857143,16.571428571428573,43.42857142857143,43.285714285714285,38.142857142857146,44.0,38.285714285714285,37.0,44.0,45.714285714285715,35.285714285714285,43.142857142857146,42.714285714285715,45.857142857142854,35.714285714285715,32.714285714285715,36.857142857142854,,38.42857142857143,41.142857142857146
8,46.57142857142857,52.857142857142854,49.285714285714285,52.0,46.42857142857143,50.57142857142857,50.0,50.857142857142854,52.714285714285715,52.142857142857146,47.57142857142857,49.714285714285715,49.714285714285715,55.714285714285715,50.285714285714285,50.0,49.285714285714285,50.142857142857146,51.714285714285715,49.0,54.0,51.714285714285715,51.857142857142854,48.285714285714285,48.57142857142857,55.42857142857143,54.0,49.42857142857143,55.0,48.42857142857143,44.57142857142857,52.714285714285715,53.285714285714285,49.285714285714285,43.142857142857146,50.714285714285715,44.714285714285715,55.285714285714285,53.714285714285715,45.285714285714285,43.57142857142857,46.0,54.57142857142857,41.857142857142854,42.57142857142857,42.714285714285715,42.714285714285715,39.714285714285715,45.0,51.57142857142857,44.57142857142857,46.857142857142854,48.857142857142854,51.142857142857146,49.0,44.714285714285715,51.42857142857143,49.142857142857146,51.42857142857143,50.714285714285715,48.857142857142854,58.857142857142854,55.0,54.0,48.142857142857146,48.42857142857143,50.0,57.857142857142854,51.0,44.857142857142854,44.57142857142857,43.714285714285715,53.714285714285715,47.0,46.142857142857146,50.857142857142854,47.42857142857143,43.57142857142857,53.714285714285715,53.142857142857146,50.57142857142857,20.428571428571427,51.285714285714285,50.0,47.42857142857143,53.0,46.714285714285715,47.42857142857143,55.42857142857143,52.42857142857143,41.857142857142854,52.57142857142857,49.57142857142857,56.57142857142857,44.0,40.285714285714285,48.285714285714285,,44.714285714285715,48.714285714285715
9,55.0,61.42857142857143,57.0,62.0,54.57142857142857,59.42857142857143,56.0,61.142857142857146,59.142857142857146,62.0,56.285714285714285,58.857142857142854,59.142857142857146,64.71428571428571,56.0,56.285714285714285,57.57142857142857,57.57142857142857,60.857142857142854,56.0,63.857142857142854,61.0,62.142857142857146,57.42857142857143,55.285714285714285,61.42857142857143,64.57142857142857,60.0,63.57142857142857,57.0,50.142857142857146,62.42857142857143,60.714285714285715,56.0,52.285714285714285,56.857142857142854,54.42857142857143,64.85714285714286,60.0,51.0,53.285714285714285,53.0,60.714285714285715,49.42857142857143,47.714285714285715,48.142857142857146,49.142857142857146,44.0,51.42857142857143,59.857142857142854,53.285714285714285,54.285714285714285,57.714285714285715,60.57142857142857,58.857142857142854,49.857142857142854,57.285714285714285,59.285714285714285,58.857142857142854,58.0,56.42857142857143,67.0,63.0,63.0,55.714285714285715,52.285714285714285,55.714285714285715,65.71428571428571,57.714285714285715,52.0,54.57142857142857,49.285714285714285,63.57142857142857,53.285714285714285,54.285714285714285,61.142857142857146,55.0,50.0,63.42857142857143,61.0,60.285714285714285,23.714285714285715,60.285714285714285,57.285714285714285,55.57142857142857,60.57142857142857,55.714285714285715,56.57142857142857,61.285714285714285,60.714285714285715,50.142857142857146,60.714285714285715,55.857142857142854,63.42857142857143,49.57142857142857,47.0,54.142857142857146,,54.57142857142857,57.857142857142854
