Frommoh,True,TOP,TahmKench,95,25,10,12,14,152,3,4,7,12825,15375,0,6534,20683,4,1,12,0,1378,808,134,0,0,0,0,0,0
cted,True,JUNGLE,MasterYi,72,9,37,7,14,30,11,4,8,13004,20158,0,10115,23891,2,2,19,0,1378,210,95,0,0,0,0,0,0
Lyinkx,True,MIDDLE,Akali,95,14,37,13,14,123,8,6,2,11927,14601,0,3862,19020,5,0,8,0,1378,57,71,0,0,0,0,0,0
TheFlowerPotMan,True,BOTTOM,Jhin,58,33,22,14,14,154,7,3,12,11473,21256,0,2597,7599,6,2,11,0,1378,90,75,0,0,0,0,0,0
HarrisonSmith,True,UTILITY,Swain,34,39,54,10,12,29,4,4,12,8857,16470,0,3445,13096,14,3,32,0,1378,162,104,0,0,0,0,0,0
101 Demacians,False,TOP,Renekton,55,42,65,6,13,116,6,3,1,10943,10352,0,4900,22320,9,1,22,0,1378,50,75,0,0,0,0,0,0
2 Fast 2 Fiddle,False,JUNGLE,Udyr,66,45,88,68,12,26,4,8,5,9096,9873,0,7648,25357,5,7,23,0,1378,135,206,0,0,0,0,0,0
DYN Nuguri,False,MIDDLE,Sylas,50,52,128,21,13,135,10,7,5,11148,21847,0,7320,26805,6,2,14,0,1378,314,218,0,0,0,0,0,0
10millaGorilla,False,BOTTOM,Vayne,70,0,8,4,11,100,0,7,5,7859,8174,0,3198,15946,7,0,10,0,1378,16,111,0,0,0,0,0,0
poppy sucks,False,UTILITY,Morgana,36,38,17,4,11,24,1,8,7,7738,6859,1232,908,12101,11,0,18,0,1378,66,148,0,0,0,0,0,0
S00N,True,TOP,Jax,70,117,115,9,17,158,11,3,8,16735,20777,0,13417,34249,9,7,27,0,2055,159,77,0,0,0,0,0,0
aceeee,True,MIDDLE,Fizz,46,109,108,14,17,177,12,2,15,17216,33262,0,4726,20231,11,5,26,0,2055,228,60,0,0,0,0,0,0
yaluni,True,JUNGLE,Ekko,118,43,81,7,16,17,5,5,20,15246,19933,0,17395,35171,3,4,21,0,2055,324,107,0,0,0,0,0,0
Hassa,True,BOTTOM,Sivir,112,68,22,11,16,183,5,6,14,14900,25349,0,4696,15731,12,5,32,0,2055,46,163,0,0,0,0,0,0
Viking,True,UTILITY,Nami,28,54,40,10,14,24,2,6,21,11943,8134,2251,17922,15891,28,15,80,0,2055,138,163,0,0,0,0,0,0
ALL EYES ON ME02,False,TOP,Rengar,164,113,91,12,16,210,11,5,0,14997,24537,0,13677,40992,10,1,30,0,2055,115,232,0,0,0,0,0,0
Taytes,False,JUNGLE,Trundle,152,59,22,7,14,16,0,3,7,12024,6381,0,12508,26033,6,5,31,0,2055,386,81,0,0,0,0,0,0
Discount Faker,False,MIDDLE,Diana,96,49,30,12,15,178,4,10,6,14042,28124,0,536,22647,14,1,26,0,2055,45,358,0,0,0,0,0,0
cted,False,BOTTOM,Tristana,39,31,40,9,14,190,7,9,1,12365,22228,0,6015,24724,6,2,13,0,2055,98,296,0,0,0,0,0,0
Frommoh,False,UTILITY,Nautilus,29,25,32,12,11,32,0,8,11,8020,7925,1422,420,20091,31,7,67,0,2055,265,210,0,0,0,0,0,0
SKStriker,True,TOP,Malzahar,48,61,38,2,9,93,2,2,0,5898,3107,0,212,3703,3,0,4,0,919,150,48,0,0,0,0,0,0
ChineseFaker69,True,JUNGLE,Nunu,51,38,119,1,9,14,2,1,6,5881,4308,0,9448,14320,3,0,7,0,919,251,14,0,0,0,0,0,0
baGs1,True,MIDDLE,Akshan,29,0,48,3,9,56,5,4,5,5416,7710,0,1879,9429,4,0,2,0,919,0,57,0,0,0,0,0,0
cted,True,BOTTOM,Jhin,38,24,17,12,10,108,7,2,3,6735,9022,0,2613,7495,4,0,4,0,919,64,11,0,0,0,0,0,0
Frommoh,True,UTILITY,Gragas,51,16,20,2,7,20,1,3,7,3565,2823,0,1989,8249,5,1,13,0,919,71,49,0,0,0,0,0,0
LaZy MoNkeY zzZz,False,TOP,Kennen,42,13,18,4,11,122,2,1,3,7793,3991,0,974,5243,5,0,6,0,919,16,32,0,0,0,0,0,0
SausageRoll,False,JUNGLE,Hecarim,107,21,24,2,9,13,3,4,2,5726,5587,0,6419,13925,5,1,11,0,919,89,56,0,0,0,0,0,0
